country,glacier_name,glacier_id,change_id,lower_elevation,upper_elevation,area,elevation_change,elevation_change_unc,volume_change,volume_change_unc,remarks
AR,MARTIAL,917,745,780,800,,,,,,
AR,MARTIAL,917,745,800,900,,,,,,
AR,MARTIAL,917,745,900,1000,,,,,,
AR,MARTIAL,917,745,1000,1100,,,,,,
AR,MARTIAL,917,745,1100,1170,,,,,,
AR,MARTIAL,917,747,790,800,,,,,,
AR,MARTIAL,917,747,800,900,,,,,,
AR,MARTIAL,917,747,900,1000,,,,,,
AR,MARTIAL,917,747,1000,1100,,,,,,
AR,MARTIAL,917,747,1100,1170,,,,,,
AR,MARTIAL ESTE,2000,1034,850,900,,,,,,
AR,MARTIAL ESTE,2000,1034,900,1000,,,,,,
AR,MARTIAL ESTE,2000,1034,1000,1100,,,,,,
AR,MARTIAL ESTE,2000,1034,1100,1170,,,,,,
AR,MARTIAL ESTE,2000,1035,870,900,,,,,,
AR,MARTIAL ESTE,2000,1035,900,1000,,,,,,
AR,MARTIAL ESTE,2000,1035,1000,1100,,,,,,
AR,MARTIAL ESTE,2000,1035,1100,1170,,,,,,
AR,MARTIAL ESTE,2000,1037,950,1000,,,,,,
AR,MARTIAL ESTE,2000,1037,1000,1100,,,,,,
AR,MARTIAL ESTE,2000,1037,1100,1170,,,,,,
AR,MARTIAL ESTE,2000,1039,950,1000,,,,,,
AR,MARTIAL ESTE,2000,1039,1000,1100,,,,,,
AR,MARTIAL ESTE,2000,1039,1100,1170,,,,,,
AT,FURTSCHAGL K.,585,560,2550,2600,198,0,4.2,-1000,1550,area: Calculated from submitted end area - area change / 2
AT,FURTSCHAGL K.,585,560,2600,2650,8460,-8.995,4.2,-62000,1550,area: Calculated from submitted end area - area change / 2
AT,FURTSCHAGL K.,585,560,2650,2700,46836,-10.808,4.2,-426000,1550,area: Calculated from submitted end area - area change / 2
AT,FURTSCHAGL K.,585,560,2700,2750,62730,-10.863,4.2,-677000,1550,area: Calculated from submitted end area - area change / 2
AT,FURTSCHAGL K.,585,560,2750,2800,88146,-9.308,4.2,-812000,1550,area: Calculated from submitted end area - area change / 2
AT,FURTSCHAGL K.,585,560,2800,2850,104112,-5.606,4.2,-581000,1550,area: Calculated from submitted end area - area change / 2
AT,FURTSCHAGL K.,585,560,2850,2900,110772,-3.86,4.2,-422000,1550,area: Calculated from submitted end area - area change / 2
AT,FURTSCHAGL K.,585,560,2900,2950,106758,-4.477,4.2,-475000,1550,area: Calculated from submitted end area - area change / 2
AT,FURTSCHAGL K.,585,560,2950,3000,84564,-3.824,4.2,-318000,1550,area: Calculated from submitted end area - area change / 2
AT,FURTSCHAGL K.,585,560,3000,3050,81450,-2.932,4.2,-237000,1550,area: Calculated from submitted end area - area change / 2
AT,FURTSCHAGL K.,585,560,3050,3100,71316,-1.579,4.2,-109000,1550,area: Calculated from submitted end area - area change / 2
AT,FURTSCHAGL K.,585,560,3100,3150,50850,-2.524,4.2,-124000,1550,area: Calculated from submitted end area - area change / 2
AT,FURTSCHAGL K.,585,560,3150,3200,31716,-2.755,4.2,-87000,1550,area: Calculated from submitted end area - area change / 2
AT,FURTSCHAGL K.,585,560,3200,3250,15264,-3.935,4.2,-59000,1550,area: Calculated from submitted end area - area change / 2
AT,FURTSCHAGL K.,585,560,3250,3300,13248,-2.916,4.2,-37000,1550,area: Calculated from submitted end area - area change / 2
AT,FURTSCHAGL K.,585,560,3300,3350,16236,-4.013,4.2,-59000,1550,area: Calculated from submitted end area - area change / 2
AT,FURTSCHAGL K.,585,560,3350,3400,24732,-3.495,4.2,-82000,1550,area: Calculated from submitted end area - area change / 2
AT,FURTSCHAGL K.,585,560,3400,3450,19998,0.465,4.2,9000,1550,area: Calculated from submitted end area - area change / 2
AT,FURTSCHAGL K.,585,560,3450,3500,1476,1.121,4.2,2000,1550,area: Calculated from submitted end area - area change / 2
AT,GEPATSCH F.,522,3052,1900,2000,,-51,,,,
AT,GEPATSCH F.,522,3052,2000,2100,,-38,,,,
AT,GEPATSCH F.,522,3052,2100,2200,,-17,,,,
AT,GEPATSCH F.,522,3052,2200,2300,,-7,,,,
AT,GEPATSCH F.,522,3052,2300,2400,,-3,,,,
AT,GEPATSCH F.,522,3053,1900,2000,,-28.6,,,,
AT,GEPATSCH F.,522,3053,2000,2100,,-23.4,,,,
AT,GEPATSCH F.,522,3053,2100,2200,,-20.8,,,,
AT,GEPATSCH F.,522,3053,2200,2300,,-7.8,,,,
AT,GEPATSCH F.,522,3053,2300,2400,,-5.2,,,,
AT,GEPATSCH F.,522,534,2000,2100,,-68.4,,,,
AT,GEPATSCH F.,522,534,2100,2200,,-37.8,,,,
AT,GEPATSCH F.,522,534,2200,2300,,-25.2,,,,
AT,GEPATSCH F.,522,534,2300,2400,,-18,,,,
AT,GEPATSCH F.,522,534,2400,2500,,-23.4,,,,
AT,GEPATSCH F.,522,534,2500,2600,,-19.8,,,,
AT,GEPATSCH F.,522,534,2600,2700,,-19.8,,,,
AT,GEPATSCH F.,522,534,2700,2800,,-14.4,,,,
AT,GEPATSCH F.,522,534,2800,2900,,-10.8,,,,
AT,GEPATSCH F.,522,535,2000,2100,,-93.6,,,,
AT,GEPATSCH F.,522,535,2100,2200,,-55.9,,,,
AT,GEPATSCH F.,522,535,2200,2300,,-36.4,,,,
AT,GEPATSCH F.,522,535,2300,2400,,-31.2,,,,
AT,GEPATSCH F.,522,535,2400,2500,,-26,,,,
AT,GEPATSCH F.,522,535,2500,2600,,-19.5,,,,
AT,GEPATSCH F.,522,535,2600,2700,,-14.3,,,,
AT,GEPATSCH F.,522,535,2700,2800,,-10.4,,,,
AT,GEPATSCH F.,522,535,2800,2900,,-9.1,,,,
AT,GEPATSCH F.,522,3054,2000,2100,,-6.47,,,,
AT,GEPATSCH F.,522,3054,2100,2200,,-4.55,,,,
AT,GEPATSCH F.,522,3054,2200,2300,,-2.17,,,,
AT,GEPATSCH F.,522,3054,2300,2400,,-0.35,,,,
AT,GEPATSCH F.,522,3054,2400,2500,,0.47,,,,
AT,GEPATSCH F.,522,3054,2500,2600,,0.24,,,,
AT,GEPATSCH F.,522,3054,2600,2700,,0.29,,,,
AT,GEPATSCH F.,522,3054,2700,2800,,0.81,,,,
AT,GEPATSCH F.,522,3054,2800,2900,,0.55,,,,
AT,GEPATSCH F.,522,3054,2900,3000,,-0.01,,,,
AT,GEPATSCH F.,522,3054,3000,3100,,-0.22,,,,
AT,GEPATSCH F.,522,3054,3100,3200,,0.09,,,,
AT,GEPATSCH F.,522,3054,3200,3300,,0.37,,,,
AT,GEPATSCH F.,522,3054,3300,3400,,0.45,,,,
AT,GEPATSCH F.,522,3054,3400,3500,,0.25,,,,
AT,GEPATSCH F.,522,3055,2000,2100,,-6,,,,
AT,GEPATSCH F.,522,3055,2100,2200,,-3.31,,,,
AT,GEPATSCH F.,522,3055,2200,2300,,-1.6,,,,
AT,GEPATSCH F.,522,3055,2300,2400,,-0.5,,,,
AT,GEPATSCH F.,522,3055,2400,2500,,-0.07,,,,
AT,GEPATSCH F.,522,3055,2500,2600,,0.02,,,,
AT,GEPATSCH F.,522,3055,2600,2700,,0.32,,,,
AT,GEPATSCH F.,522,3055,2700,2800,,0.49,,,,
AT,GEPATSCH F.,522,3055,2800,2900,,0.13,,,,
AT,GEPATSCH F.,522,3055,2900,3000,,0.3,,,,
AT,GEPATSCH F.,522,3055,3000,3100,,0.4,,,,
AT,GEPATSCH F.,522,3055,3100,3200,,0.15,,,,
AT,GEPATSCH F.,522,3055,3200,3300,,0.08,,,,
AT,GEPATSCH F.,522,3055,3300,3400,,0.02,,,,
AT,GEPATSCH F.,522,3055,3400,3500,,-0.13,,,,
AT,GEPATSCH F.,522,539,2000,2100,,-12.95,,-65000,,
AT,GEPATSCH F.,522,539,2100,2200,,4.41,,547000,,
AT,GEPATSCH F.,522,539,2200,2300,,5.16,,1305000,,
AT,GEPATSCH F.,522,539,2300,2400,,4.18,,949000,,
AT,GEPATSCH F.,522,539,2400,2500,,6.92,,1605000,,
AT,GEPATSCH F.,522,539,2500,2600,,9.19,,2279000,,
AT,GEPATSCH F.,522,539,2600,2700,,5.66,,1353000,,
AT,GEPATSCH F.,522,539,2700,2800,,2.38,,1107000,,
AT,GEPATSCH F.,522,539,2800,2900,,1.95,,2486000,,
AT,GEPATSCH F.,522,539,2900,3000,,1.06,,3019000,,
AT,GEPATSCH F.,522,539,3000,3100,,0.76,,2566000,,
AT,GEPATSCH F.,522,539,3100,3200,,1.09,,4135000,,
AT,GEPATSCH F.,522,539,3200,3300,,1.64,,4720000,,
AT,GEPATSCH F.,522,539,3300,3400,,1.38,,2289000,,
AT,GEPATSCH F.,522,539,3400,3500,,1.27,,462000,,
AT,GEPATSCH F.,522,539,3500,3600,,0,,0,,
AT,GEPATSCH F.,522,540,2000,2100,,31.5,,126000,,
AT,GEPATSCH F.,522,540,2100,2200,,7.314,,885000,,
AT,GEPATSCH F.,522,540,2200,2300,,2.019,,525000,,
AT,GEPATSCH F.,522,540,2300,2400,,-2.134,,-495000,,
AT,GEPATSCH F.,522,540,2400,2500,,-3.022,,-695000,,
AT,GEPATSCH F.,522,540,2500,2600,,-4.144,,-1090000,,
AT,GEPATSCH F.,522,540,2600,2700,,-7.146,,-1715000,,
AT,GEPATSCH F.,522,540,2700,2800,,-9.465,,-4600000,,
AT,GEPATSCH F.,522,540,2800,2900,,-7.714,,-9750000,,
AT,GEPATSCH F.,522,540,2900,3000,,-5.433,,-15485000,,
AT,GEPATSCH F.,522,540,3000,3100,,-4.301,,-14235000,,
AT,GEPATSCH F.,522,540,3100,3200,,-3.06,,-11515000,,
AT,GEPATSCH F.,522,540,3200,3300,,-3.986,,-11145000,,
AT,GEPATSCH F.,522,540,3300,3400,,-3.95,,-6430000,,
AT,GEPATSCH F.,522,540,3400,3500,,-5.573,,-1995000,,
AT,GEPATSCH F.,522,540,3500,3600,,-1.667,,-20000,,
AT,GEPATSCH F.,522,541,2000,2100,,-25.49,,-157000,,
AT,GEPATSCH F.,522,541,2100,2200,,-24.243,,-3051000,,
AT,GEPATSCH F.,522,541,2200,2300,,-10.716,,-2740000,,
AT,GEPATSCH F.,522,541,2300,2400,,-16.175,,-3448000,,
AT,GEPATSCH F.,522,541,2400,2500,,-11.906,,-2783000,,
AT,GEPATSCH F.,522,541,2500,2600,,-12.637,,-3612000,,
AT,GEPATSCH F.,522,541,2600,2700,,-17.113,,-3338000,,
AT,GEPATSCH F.,522,541,2700,2800,,-10.215,,-4721000,,
AT,GEPATSCH F.,522,541,2800,2900,,-6.56,,-8339000,,
AT,GEPATSCH F.,522,541,2900,3000,,-4.7,,-13578000,,
AT,GEPATSCH F.,522,541,3000,3100,,-2.435,,-7898000,,
AT,GEPATSCH F.,522,541,3100,3200,,-2.282,,-8497000,,
AT,GEPATSCH F.,522,541,3200,3300,,-1.83,,-5185000,,
AT,GEPATSCH F.,522,541,3300,3400,,0.339,,727000,,
AT,GEPATSCH F.,522,541,3400,3500,,0.287,,191000,,
AT,GEPATSCH F.,522,541,3500,3600,,4.123,,25000,,
AT,GRUENAU F.,599,591,2300,2400,,-3.04,,,,
AT,GRUENAU F.,599,591,2400,2500,,-2.17,,,,
AT,GRUENAU F.,599,591,2500,2600,,-1.14,,,,
AT,GRUENAU F.,599,591,2600,2700,,-0.76,,,,
AT,GRUENAU F.,599,591,2700,2800,,-0.03,,,,
AT,GRUENAU F.,599,591,2800,2900,,-0.03,,,,
AT,GRUENAU F.,599,591,2900,3000,,0.03,,,,
AT,GRUENAU F.,599,591,3000,3100,,0.04,,,,
AT,GRUENAU F.,599,591,3100,3200,,-0.14,,,,
AT,GRUENAU F.,599,591,3200,3300,,-0.13,,,,
AT,GRUENAU F.,599,591,3300,3400,,0,,,,
AT,GRUENAU F.,599,591,3400,3500,,0,,,,
AT,GRUENAU F.,599,592,2300,2400,,-0.65,,,,
AT,GRUENAU F.,599,592,2400,2500,,-0.25,,,,
AT,GRUENAU F.,599,592,2500,2600,,0.34,,,,
AT,GRUENAU F.,599,592,2600,2700,,0.57,,,,
AT,GRUENAU F.,599,592,2700,2800,,0.66,,,,
AT,GRUENAU F.,599,592,2800,2900,,0.41,,,,
AT,GRUENAU F.,599,592,2900,3000,,0.34,,,,
AT,GRUENAU F.,599,592,3000,3100,,0.3,,,,
AT,GRUENAU F.,599,592,3100,3200,,0.48,,,,
AT,GRUENAU F.,599,592,3200,3300,,0.19,,,,
AT,GRUENAU F.,599,592,3300,3400,,0.11,,,,
AT,GRUENAU F.,599,592,3400,3500,,0.15,,,,
AT,GRUENAU F.,599,593,2300,2400,,11.69,,12000,,
AT,GRUENAU F.,599,593,2400,2500,,14.96,,269000,,
AT,GRUENAU F.,599,593,2500,2600,,11.33,,1224000,,
AT,GRUENAU F.,599,593,2600,2700,,6.28,,1356000,,
AT,GRUENAU F.,599,593,2700,2800,,3.65,,599000,,
AT,GRUENAU F.,599,593,2800,2900,,0.87,,180000,,
AT,GRUENAU F.,599,593,2900,3000,,-0.2,,-64000,,
AT,GRUENAU F.,599,593,3000,3100,,-0.19,,-85000,,
AT,GRUENAU F.,599,593,3100,3200,,-0.89,,-171000,,
AT,GRUENAU F.,599,593,3200,3300,,-1.47,,-190000,,
AT,GRUENAU F.,599,593,3300,3400,,-1,,-95000,,
AT,GRUENAU F.,599,593,3400,3500,,0,,0,,
AT,GRUENAU F.,599,594,2300,2400,,16.52,,49000,,
AT,GRUENAU F.,599,594,2400,2500,,7.34,,145000,,
AT,GRUENAU F.,599,594,2500,2600,,0.16,,,,
AT,GRUENAU F.,599,594,2600,2700,,-1.58,,,,
AT,GRUENAU F.,599,594,2700,2800,,-3.24,,,,
AT,GRUENAU F.,599,594,2800,2900,,-2.1,,,,
AT,GRUENAU F.,599,594,2900,3000,,-3.92,,,,
AT,GRUENAU F.,599,594,3000,3100,,-0.41,,,,
AT,GRUENAU F.,599,594,3100,3200,,-0.77,,,,
AT,GRUENAU F.,599,595,2300,2400,,-15.977,,-39000,,
AT,GRUENAU F.,599,595,2400,2500,,-17.311,,-343000,,
AT,GRUENAU F.,599,595,2500,2600,,-14.577,,-1599000,,
AT,GRUENAU F.,599,595,2600,2700,,-9.13,,-1972000,,
AT,GRUENAU F.,599,595,2700,2800,,-5.799,,-905000,,
AT,GRUENAU F.,599,595,2800,2900,,-4.962,,-960000,,
AT,GRUENAU F.,599,595,2900,3000,,-1.984,,-661000,,
AT,GRUENAU F.,599,595,3000,3100,,-0.46,,-221000,,
AT,GRUENAU F.,599,595,3100,3200,,1.834,,288000,,
AT,GRUENAU F.,599,595,3200,3300,,,,,,
AT,GRUENAU F.,599,595,3300,3400,,,,,,
AT,GRUENAU F.,599,595,3400,3500,,,,,,
AT,GRUENAU F.,599,596,2350,2400,1278,-24.345,4.2,-15000,1700,area: Calculated from submitted end area - area change / 2
AT,GRUENAU F.,599,596,2400,2450,4482,-25.551,4.2,-93000,1700,area: Calculated from submitted end area - area change / 2
AT,GRUENAU F.,599,596,2450,2500,10278,-22.684,4.2,-212000,1700,area: Calculated from submitted end area - area change / 2
AT,GRUENAU F.,599,596,2500,2550,48762,-21.782,4.2,-997000,1700,area: Calculated from submitted end area - area change / 2
AT,GRUENAU F.,599,596,2550,2600,76446,-18.251,4.2,-1398000,1700,area: Calculated from submitted end area - area change / 2
AT,GRUENAU F.,599,596,2600,2650,105552,-13.464,4.2,-1404000,1700,area: Calculated from submitted end area - area change / 2
AT,GRUENAU F.,599,596,2650,2700,82926,-10.134,4.2,-818000,1700,area: Calculated from submitted end area - area change / 2
AT,GRUENAU F.,599,596,2700,2750,63288,-9.148,4.2,-560000,1700,area: Calculated from submitted end area - area change / 2
AT,GRUENAU F.,599,596,2750,2800,62568,-9.29,4.2,-601000,1700,area: Calculated from submitted end area - area change / 2
AT,GRUENAU F.,599,596,2800,2850,82494,-10.086,4.2,-856000,1700,area: Calculated from submitted end area - area change / 2
AT,GRUENAU F.,599,596,2850,2900,93654,-9.852,4.2,-925000,1700,area: Calculated from submitted end area - area change / 2
AT,GRUENAU F.,599,596,2900,2950,176832,-9.2,4.2,-1620000,1700,area: Calculated from submitted end area - area change / 2
AT,GRUENAU F.,599,596,2950,3000,140490,-8.342,4.2,-1172000,1700,area: Calculated from submitted end area - area change / 2
AT,GRUENAU F.,599,596,3000,3050,222624,-6.152,4.2,-1368000,1700,area: Calculated from submitted end area - area change / 2
AT,GRUENAU F.,599,596,3050,3100,193734,-3.978,4.2,-765000,1700,area: Calculated from submitted end area - area change / 2
AT,GRUENAU F.,599,596,3100,3150,92376,-4.274,4.2,-386000,1700,area: Calculated from submitted end area - area change / 2
AT,GRUENAU F.,599,596,3150,3200,49392,-5.065,4.2,-248000,1700,area: Calculated from submitted end area - area change / 2
AT,GRUENAU F.,599,596,3200,3250,58734,-4.991,4.2,-287000,1700,area: Calculated from submitted end area - area change / 2
AT,GRUENAU F.,599,596,3250,3300,50454,-4.387,4.2,-221000,1700,area: Calculated from submitted end area - area change / 2
AT,GRUENAU F.,599,596,3300,3350,44100,-6.808,4.2,-302000,1700,area: Calculated from submitted end area - area change / 2
AT,GRUENAU F.,599,596,3350,3400,15642,-6.485,4.2,-108000,1700,area: Calculated from submitted end area - area change / 2
AT,GRUENAU F.,599,596,3400,3450,990,-0.454,4.2,0,1700,area: Calculated from submitted end area - area change / 2
AT,GURGLER F.,511,533,2200,2300,,-22.5,,-90000,,
AT,GURGLER F.,511,533,2300,2400,,-28,,-560000,,
AT,GURGLER F.,511,533,2400,2500,,-18.179,,-509000,,
AT,GURGLER F.,511,533,2500,2600,,-10.509,,-4088000,,
AT,GURGLER F.,511,533,2600,2700,,-2.563,,-997000,,
AT,GURGLER F.,511,533,2700,2800,,-0.37,,-237000,,
AT,GURGLER F.,511,533,2800,2900,,-1.775,,-2989000,,
AT,GURGLER F.,511,533,2900,3000,,-2.347,,-6233000,,
AT,GURGLER F.,511,533,3000,3100,,-3.547,,-8462000,,
AT,GURGLER F.,511,533,3100,3200,,-2.33,,-5321000,,
AT,GURGLER F.,511,533,3200,3300,,-1.476,,-1483000,,
AT,GURGLER F.,511,533,3300,3400,,0.662,,180000,,
AT,GURGLER F.,511,533,3400,3500,,1.429,,140000,,
AT,GURGLER F.,511,533,3500,3600,,0,,0,,
AT,GUSLAR F.,490,509,2550,2600,0,-22.3,,-65000,,area: Submitted as area on end date
AT,GUSLAR F.,490,509,2600,2650,5000,-22.3,,-408000,,area: Submitted as area on end date
AT,GUSLAR F.,490,509,2650,2700,38000,-18.1,,-792000,,area: Submitted as area on end date
AT,GUSLAR F.,490,509,2700,2750,56000,-12.3,,-760000,,area: Submitted as area on end date
AT,GUSLAR F.,490,509,2750,2800,116000,-11.8,,-1278000,,area: Submitted as area on end date
AT,GUSLAR F.,490,509,2800,2850,192000,-15.4,,-2800000,,area: Submitted as area on end date
AT,GUSLAR F.,490,509,2850,2900,332000,-8.7,,-3050000,,area: Submitted as area on end date
AT,GUSLAR F.,490,509,2900,2950,444000,-4.8,,-2168000,,area: Submitted as area on end date
AT,GUSLAR F.,490,509,2950,3000,487000,-4.3,,-2062000,,area: Submitted as area on end date
AT,GUSLAR F.,490,509,3000,3050,543000,-4.2,,-2265000,,area: Submitted as area on end date
AT,GUSLAR F.,490,509,3050,3100,519000,-5.3,,-2710000,,area: Submitted as area on end date
AT,GUSLAR F.,490,509,3100,3150,335000,-7.3,,-2558000,,area: Submitted as area on end date
AT,GUSLAR F.,490,509,3150,3200,318000,-4.9,,-1632000,,area: Submitted as area on end date
AT,GUSLAR F.,490,509,3200,3250,263000,-7.3,,-1842000,,area: Submitted as area on end date
AT,GUSLAR F.,490,509,3250,3300,207000,-7.5,,-1695000,,area: Submitted as area on end date
AT,GUSLAR F.,490,509,3300,3350,155000,-3.7,,-592000,,area: Submitted as area on end date
AT,GUSLAR F.,490,509,3350,3400,71000,-3.3,,-232000,,area: Submitted as area on end date
AT,GUSLAR F.,490,509,3400,3450,27000,-4.2,,-125000,,area: Submitted as area on end date
AT,GUSLAR F.,490,509,3450,3500,5000,0,,0,,area: Submitted as area on end date
AT,GUSLAR F.,490,510,2600,2650,0,-43.4,,-81000,,area: Submitted as area on end date
AT,GUSLAR F.,490,510,2650,2700,1000,-43.4,,-878000,,area: Submitted as area on end date
AT,GUSLAR F.,490,510,2700,2750,30000,-3.5,,-1602000,,area: Submitted as area on end date
AT,GUSLAR F.,490,510,2750,2800,93000,-19.1,,-1995000,,area: Submitted as area on end date
AT,GUSLAR F.,490,510,2800,2850,123000,-14.9,,-2355000,,area: Submitted as area on end date
AT,GUSLAR F.,490,510,2850,2900,318000,-9.9,,-3210000,,area: Submitted as area on end date
AT,GUSLAR F.,490,510,2900,2950,425000,-8.1,,-3518000,,area: Submitted as area on end date
AT,GUSLAR F.,490,510,2950,3000,443000,-7.4,,-3442000,,area: Submitted as area on end date
AT,GUSLAR F.,490,510,3000,3050,511000,-6.2,,-3290000,,area: Submitted as area on end date
AT,GUSLAR F.,490,510,3050,3100,432000,-4.3,,-2045000,,area: Submitted as area on end date
AT,GUSLAR F.,490,510,3100,3150,315000,-3.6,,-1178000,,area: Submitted as area on end date
AT,GUSLAR F.,490,510,3150,3200,315000,-3.7,,-1178000,,area: Submitted as area on end date
AT,GUSLAR F.,490,510,3200,3250,237000,-3.5,,-865000,,area: Submitted as area on end date
AT,GUSLAR F.,490,510,3250,3300,203000,-2.5,,-518000,,area: Submitted as area on end date
AT,GUSLAR F.,490,510,3300,3350,140000,-3.4,,-498000,,area: Submitted as area on end date
AT,GUSLAR F.,490,510,3350,3400,53000,-5.5,,-342000,,area: Submitted as area on end date
AT,GUSLAR F.,490,510,3400,3450,23000,-3.1,,-78000,,area: Submitted as area on end date
AT,GUSLAR F.,490,510,3450,3500,4000,0,,0,,area: Submitted as area on end date
AT,GUSLAR F.,490,511,2650,2700,0,-88.7,,-19000,,area: Submitted as area on end date
AT,GUSLAR F.,490,511,2700,2750,0,-88.7,,-1815000,,area: Submitted as area on end date
AT,GUSLAR F.,490,511,2750,2800,10000,-88.7,,-4358000,,area: Submitted as area on end date
AT,GUSLAR F.,490,511,2800,2850,67000,-73.5,,-6998000,,area: Submitted as area on end date
AT,GUSLAR F.,490,511,2850,2900,233000,-35.9,,-9870000,,area: Submitted as area on end date
AT,GUSLAR F.,490,511,2900,2950,295000,-24.4,,-8788000,,area: Submitted as area on end date
AT,GUSLAR F.,490,511,2950,3000,367000,-14.7,,-5950000,,area: Submitted as area on end date
AT,GUSLAR F.,490,511,3000,3050,422000,-9.1,,-4240000,,area: Submitted as area on end date
AT,GUSLAR F.,490,511,3050,3100,378000,-6.3,,-2565000,,area: Submitted as area on end date
AT,GUSLAR F.,490,511,3100,3150,298000,-5.4,,-1642000,,area: Submitted as area on end date
AT,GUSLAR F.,490,511,3150,3200,285000,-2.9,,-860000,,area: Submitted as area on end date
AT,GUSLAR F.,490,511,3200,3250,218000,-0.5,,-122000,,area: Submitted as area on end date
AT,GUSLAR F.,490,511,3250,3300,200000,0.5,,92000,,area: Submitted as area on end date
AT,GUSLAR F.,490,511,3300,3350,136000,0.7,,102000,,area: Submitted as area on end date
AT,GUSLAR F.,490,511,3350,3400,51000,1.2,,60000,,area: Submitted as area on end date
AT,GUSLAR F.,490,511,3400,3450,22000,0,,0,,area: Submitted as area on end date
AT,GUSLAR F.,490,511,3450,3500,4000,0,,0,,area: Submitted as area on end date
AT,GUSLAR F.,490,512,2700,2800,7000,-10.61,,-74000,,area: Calculated from submitted end area - area change / 2
AT,GUSLAR F.,490,512,2800,2900,269000,-0.89,,-240000,,area: Calculated from submitted end area - area change / 2
AT,GUSLAR F.,490,512,2900,3000,663500,1.65,,1100000,,area: Calculated from submitted end area - area change / 2
AT,GUSLAR F.,490,512,3000,3100,811500,2.42,,1970000,,area: Calculated from submitted end area - area change / 2
AT,GUSLAR F.,490,512,3100,3200,601500,1.73,,1041000,,area: Calculated from submitted end area - area change / 2
AT,GUSLAR F.,490,512,3200,3300,426500,0.94,,400000,,area: Calculated from submitted end area - area change / 2
AT,GUSLAR F.,490,512,3300,3400,196000,1.23,,245000,,area: Calculated from submitted end area - area change / 2
AT,GUSLAR F.,490,512,3400,3500,27000,0,,0,,area: Calculated from submitted end area - area change / 2
AT,GUSLAR F.,490,513,2700,2800,3500,-11.5,,-46000,,area: Calculated from submitted end area - area change / 2
AT,GUSLAR F.,490,513,2800,2900,205000,-15.005,,-2941000,,area: Calculated from submitted end area - area change / 2
AT,GUSLAR F.,490,513,2900,3000,631500,-8.937,,-5380000,,area: Calculated from submitted end area - area change / 2
AT,GUSLAR F.,490,513,3000,3100,794000,-6.68,,-5344000,,area: Calculated from submitted end area - area change / 2
AT,GUSLAR F.,490,513,3100,3200,590500,-7.092,,-4156000,,area: Calculated from submitted end area - area change / 2
AT,GUSLAR F.,490,513,3200,3300,412500,-6.54,,-2701000,,area: Calculated from submitted end area - area change / 2
AT,GUSLAR F.,490,513,3300,3400,183000,-6.771,,-1212000,,area: Calculated from submitted end area - area change / 2
AT,GUSLAR F.,490,513,3400,3500,27000,-3.524,,-74000,,area: Calculated from submitted end area - area change / 2
AT,HINTEREIS F.,491,517,2400,2500,,-3.56,,,,
AT,HINTEREIS F.,491,517,2500,2600,,-2.65,,,,
AT,HINTEREIS F.,491,517,2600,2700,,-2.04,,,,
AT,HINTEREIS F.,491,517,2700,2800,,-1.39,,,,
AT,HINTEREIS F.,491,517,2800,2900,,-0.83,,,,
AT,HINTEREIS F.,491,517,2900,3000,,-0.15,,,,
AT,HINTEREIS F.,491,517,3000,3100,,0.25,,,,
AT,HINTEREIS F.,491,517,3100,3200,,0.33,,,,
AT,HINTEREIS F.,491,517,3200,3300,,0.49,,,,
AT,HINTEREIS F.,491,517,3300,3400,,0.14,,,,
AT,HINTEREIS F.,491,517,3400,3500,,0.06,,,,
AT,HINTEREIS F.,491,517,3500,3600,,0,,,,
AT,HINTEREIS F.,491,517,3600,3700,,0,,,,
AT,HINTEREIS F.,491,521,2400,2500,,-2.97,,,,
AT,HINTEREIS F.,491,521,2500,2600,,-2.07,,,,
AT,HINTEREIS F.,491,521,2600,2700,,-0.69,,,,
AT,HINTEREIS F.,491,521,2700,2800,,-0.47,,,,
AT,HINTEREIS F.,491,521,2800,2900,,-0.34,,,,
AT,HINTEREIS F.,491,521,2900,3000,,0.13,,,,
AT,HINTEREIS F.,491,521,3000,3100,,0.32,,,,
AT,HINTEREIS F.,491,521,3100,3200,,0.26,,,,
AT,HINTEREIS F.,491,521,3200,3300,,0.31,,,,
AT,HINTEREIS F.,491,521,3300,3400,,0.11,,,,
AT,HINTEREIS F.,491,521,3400,3500,,0.05,,,,
AT,HINTEREIS F.,491,521,3500,3600,,0.05,,,,
AT,HINTEREIS F.,491,521,3600,3700,,0.05,,,,
AT,HINTEREIS F.,491,523,2300,2400,,-7.42,,-141000,,
AT,HINTEREIS F.,491,523,2400,2500,,-20.88,,-3821000,,
AT,HINTEREIS F.,491,523,2500,2600,,-11.73,,-3707000,,
AT,HINTEREIS F.,491,523,2600,2700,,-3.95,,-2670000,,
AT,HINTEREIS F.,491,523,2700,2800,,-3.56,,-3621000,,
AT,HINTEREIS F.,491,523,2800,2900,,-2.08,,-1966000,,
AT,HINTEREIS F.,491,523,2900,3000,,0.14,,178000,,
AT,HINTEREIS F.,491,523,3000,3100,,0.95,,1452000,,
AT,HINTEREIS F.,491,523,3100,3200,,0.72,,1151000,,
AT,HINTEREIS F.,491,523,3200,3300,,0.08,,82000,,
AT,HINTEREIS F.,491,523,3300,3400,,-0.16,,-118000,,
AT,HINTEREIS F.,491,523,3400,3500,,0,,0,,
AT,HINTEREIS F.,491,523,3500,3600,,0,,0,,
