country,id,parent_agency_id,name,abbreviation,alternate_name,alternate_abbreviation,english_name,english_abbreviation,url,wikipedia_url,wikidata_id,begin_year,end_year,former_agency_id,remarks
CA,72,,Hakai Institute,,,,,,https://hakai.org/,https://en.wikipedia.org/wiki/Hakai_Institute,Q5640294,,,,
CA,73,,Jasper National Park,,,,,,https://parks.canada.ca/pn-np/ab/jasper,https://en.wikipedia.org/wiki/Jasper_National_Park,Q503429,,,,
CA,74,,National Hydrology Research Institute,NHRI,,,,,,,,,,,
CA,75,,Parks Canada,PC,Parcs Canada,,,,https://parks.canada.ca/,https://en.wikipedia.org/wiki/Parks_Canada,Q349487,,,,
CA,76,,Polar Continental Shelf Program,PCSP,,,,,https://pcsp.nrcan.gc.ca/,,,1958,,,name: Also called Polar Continental Shelf Project
CA,77,,Queen's University,Queen's,,,,,https://www.queensu.ca/,https://en.wikipedia.org/wiki/Queen%27s_University_at_Kingston,Q1420038,,,,
CA,78,77,Department of Geography and Planning,,,,,,https://www.queensu.ca/geographyandplanning/,,,,,,
CA,79,78,"Ice, Climate, & Environment Laboratory",ICELab,,,,,https://www.queensu.ca/geographyandplanning/icelab/,,,,,,
CA,80,,Université de Sherbrooke,UdeS,,,University of Sherbrooke,,https://www.usherbrooke.ca/,https://en.wikipedia.org/wiki/Universit%C3%A9_de_Sherbrooke,Q2579532,,,,
CA,81,,Trent University,,,,,,https://www.trentu.ca/,https://en.wikipedia.org/wiki/Trent_University,Q3075124,,,,
CA,82,81,Department of Geography,,,,,,https://www.trentu.ca/geography/,,,,,,
CA,83,,University of British Columbia,UBC,,,,,https://www.ubc.ca/,https://en.wikipedia.org/wiki/University_of_British_Columbia,Q391028,,,,
CH,85,,Axpo Holding,Axpo,,,,,https://www.axpo.com,https://en.wikipedia.org/wiki/Axpo_Holding,Q792617,,,,
CH,86,,"Eidgenössische Forschungsanstalt für Wald, Schnee und Landschaft",WSL,,,"Federal Institute for Forest, Snow and Landscape Research",,https://www.wsl.ch,"https://en.wikipedia.org/wiki/Swiss_Federal_Institute_for_Forest,_Snow_and_Landscape_Research",Q1302497,,,,
CH,87,,Eidgenössisches Institut für Schnee- und Lawinenforschung,SLF,,,Institute for Snow and Avalanche Research,,https://www.slf.ch,https://de.wikipedia.org/wiki/WSL-Institut_f%C3%BCr_Schnee-_und_Lawinenforschung_SLF,Q2537688,,,,
CH,88,,Eidgenössische Technische Hochschule Zürich,ETH Zürich,,,ETH Zurich,,https://ethz.ch/,https://en.wikipedia.org/wiki/ETH_Zurich,Q11942,,,,
CH,89,88,"Versuchsanstalt für Wasserbau, Hydrologie und Glaziologie",VAW,,,"Laboratory of Hydraulics, Hydrology and Glaciology",,https://vaw.ethz.ch/,"https://de.wikipedia.org/wiki/Versuchsanstalt_f%C3%BCr_Wasserbau,_Hydrologie_und_Glaziologie_der_ETH_Z%C3%BCrich",Q109497813,,,,
CH,92,,Flotron,,,,,,https://www.flotron.ch,,,,,,
CH,93,,Glacier Monitoring in Switzerland,GLAMOS,,,,,https://www.glamos.ch,https://de.wikipedia.org/wiki/GLAMOS,Q55856670,,,,
CH,94,,Kanton Obwalden,OW,,,Canton of Obwalden,,https://www.ow.ch/,https://en.wikipedia.org/wiki/Obwalden,Q12573,,,,
CH,95,94,Amt für Wald und Landschaft,AWL,,,,,https://www.ow.ch/aemter/210,,,,,,
CH,96,,Kanton Bern,BE,,,Canton of Bern,,https://www.be.ch/,https://en.wikipedia.org/wiki/Canton_of_Bern,Q11911,,,,
CH,97,96,Amt für Wald,KAWA,,,,,,,,,,,
CH,98,96,Amt für Wald und Naturgefahren,AWN,,,,,https://www.weu.be.ch/de/start/ueber-uns/die-organisation/amt-fuer-wald-naturgefahren.html,,,,,97,
CH,99,98,Abteilung Naturgefahren,,,,,,,,,,,,
CH,100,,Kanton Glarus,GL,,,Canton of Glarus,,https://www.gl.ch/,https://en.wikipedia.org/wiki/Canton_of_Glarus,Q11922,,,,
CH,101,100,Abteilung Wald und Naturgefahren,AWN,,,,,https://www.gl.ch/verwaltung/bau-und-umwelt/umwelt-wald-und-energie/wald-und-naturgefahren.html/733,,,,,,
CH,102,,Kanton Graubünden,GR,,,Canton of Graubünden,,https://www.gr.ch/,https://en.wikipedia.org/wiki/Grisons,Q11925,,,,
CH,103,102,Amt für Wald und Naturgefahren,AWN,,,,,https://www.gr.ch/DE/institutionen/verwaltung/diem/awn,,,,,,
CH,105,,Kanton St. Gallen,SG,,,Canton of St. Gallen,,https://www.sg.ch/,https://en.wikipedia.org/wiki/Canton_of_St._Gallen,Q12746,,,,
CH,106,105,Kantonsforstamt,KFA,,,,,https://www.sg.ch/politik-verwaltung/departemente-und-staatskanzlei/volkswirtschaftsdepartement/kantonsforstamt.html,,,,,,
CH,108,,Cantone Ticino,TI,,,Canton of Ticino,,https://www.ti.ch/,https://en.wikipedia.org/wiki/Ticino,Q12724,,,,
CH,109,108,Sezione forestale,SF,,,,,https://www.ti.ch/sf,,,,,,
CH,110,,Kanton Uri,UR,,,Canton of Uri,,https://www.ur.ch/,https://en.wikipedia.org/wiki/Canton_of_Uri,Q12404,,,,
CH,111,110,Amt für Forst und Jagd,AFJ,,,,,https://www.ur.ch/aemter/2455,,,,,,
CH,112,,Canton du Valais,VS,Kanton Wallis,,Canton of Valais,,https://www.vs.ch/,https://en.wikipedia.org/wiki/Valais,Q834,,,,
CH,114,112,Service des forêts et du paysage,SFP,Dienststelle für Wald und Landschaft,DWL,,,,,,,,,
CH,115,112,"Service des forêts, des cours d'eau et du paysage",SFCEP,"Dienststelle für Wald, Flussbau und Landschaft",DWFL,,,,,,,,114,
CH,118,,Canton de Vaud,VD,,,Canton of Vaud,,https://www.vd.ch/,https://en.wikipedia.org/wiki/Vaud,Q12771,,,,
CH,119,118,"Service des forêts, de la faune et de la nature",FFN,,,,,,,,,,,
CH,121,,Swiss Academy of Sciences,SCNAT,,,,,https://scnat.ch/,https://en.wikipedia.org/wiki/Swiss_Academy_of_Sciences,Q109524342,,,,
CH,122,121,Schweizerische Kommission für Kryosphärenbeobachtung,EKK,,,Swiss Commission for Cryosphere observation,SCC,https://cryosphere.scnat.ch/,,,,,,
CH,123,,Universität Bern,UniBe,Université de Berne,,University of Bern,,https://unibe.ch,https://en.wikipedia.org/wiki/University_of_Bern,Q659080,,,,
CH,125,,MeteoSwiss,,,,,,https://www.meteoswiss.admin.ch/,https://en.wikipedia.org/wiki/MeteoSwiss,Q674998,,,,
CH,126,125,Osservatorio Ticinese,,,,,,,,,1935,,,
CH,128,,Radio Télévision Suisse,RTS,,,,,https://www.rts.ch/,https://en.wikipedia.org/wiki/Radio_T%C3%A9l%C3%A9vision_Suisse,Q3416973,,,,
CH,130,,Swisstopo,,,,,,https://www.swisstopo.admin.ch/,https://en.wikipedia.org/wiki/Swisstopo,Q685592,,,,
CH,131,,United Nations Institute for Training and Research,UNITAR,,,,,https://www.unitar.org,https://en.wikipedia.org/wiki/United_Nations_Institute_for_Training_and_Research,Q131878,,,,
CH,133,131,United Nations Satellite Centre,UNOSAT,,,,,https://www.unitar.org/sustainable-development-goals/united-nations-satellite-centre-UNOSAT,https://en.wikipedia.org/wiki/UNOSAT,Q2467638,,,,
CH,134,,Université de Fribourg,UNIFR,,,University of Fribourg,,https://www.unifr.ch/,https://en.wikipedia.org/wiki/University_of_Fribourg,Q36188,,,,
CH,135,134,Département des géosciences,DGUF,,,Department of Geosciences,,https://www.unifr.ch/geo/,,,,,,
CH,136,135,Cryospheric Climate Services for Improved Adaptation,CICADA,,,,,https://www.unifr.ch/geo/cryosphere/en/projects/glacier-monitoring-and-dynamics/cicada.html,,,,,,
CH,137,,Universität Zürich,UZH,,,University of Zurich,,https://www.uzh.ch/,https://en.wikipedia.org/wiki/University_of_Zurich,Q206702,,,,
CH,138,137,Geographisches Institut,GIUZ,,,Department of Geography,,https://www.geo.uzh.ch/,,,,,,
CH,139,,World Glacier Monitoring Service,WGMS,,,,,https://wgms.ch/,https://en.wikipedia.org/wiki/World_Glacier_Monitoring_Service,Q656311,,,,
CH,141,,Pro Natura,,,,,,https://www.pronatura.ch/,https://en.wikipedia.org/wiki/Pro_Natura_(Switzerland),Q689707,,,,
CH,142,,Université de Lausanne,UNIL,,,University of Lausanne,,https://www.unil.ch,https://en.wikipedia.org/wiki/University_of_Lausanne,Q658975,,,,
CH,546,,Electricité d'Emosson,Emosson,,,,,https://emosson.ch,,,,,,
CH,551,123,Geographisches Institut,GIUB,,,Institute of Geography,,https://www.geography.unibe.ch,,,,,,
CL,144,,Centro de Estudios Científicos,CECs,,,Center for Scientific Studies,,http://cecs.cl,https://en.wikipedia.org/wiki/Centro_de_Estudios_Cient%C3%ADficos,Q5062907,,,,
CL,145,,Universidad de Magallanes,UMAG,,,University of Magallanes,,http://www.umag.cl/,https://en.wikipedia.org/wiki/University_of_Magallanes,Q5947836,,,,
CL,147,,Ministerio de Obras Públicas,MOP,,,Ministry of Public Works,,https://www.mop.gob.cl/,https://en.wikipedia.org/wiki/Ministry_of_Public_Works_(Chile),Q4294544,,,,
CL,148,147,Dirección General de Aguas,DGA,,,,,https://dga.mop.gob.cl/,https://es.wikipedia.org/wiki/Direcci%C3%B3n_General_de_Aguas,Q106191319,,,,
CL,149,,Universidad Austral de Chile,UACH,,,Austral University of Chile,,https://www.uach.c,https://en.wikipedia.org/wiki/Austral_University_of_Chile,Q961982,,,,
CL,150,149,Instituto de Ciencias Físicas y Matemáticas,ICFM,,,,,https://ciencias.uach.cl/icfm/,,,,,,
CL,151,,Unversidad de Chile,UChile,,,University of Chile,,https://uchile.cl/,https://en.wikipedia.org/wiki/University_of_Chile,Q232141,,,,
CL,152,151,Departamento de Geografía,,,,Department of Geography,,https://fau.uchile.cl/geografia,,,,,,
CL,548,,Universidad Andrés Bello,UNAB,,,Andrés Bello University,,https://unab.cl,https://en.wikipedia.org/wiki/Andr%C3%A9s_Bello_National_University,Q3348434,,,,
CL,552,,Centro de Estudios Avanzados en Zonas Áridas,CEAZA,,,,,https://ceaza.cl,,,,,,
CN,153,,中国科学院,,,,Chinese Academy of Sciences,CAS,https://www.cas.cn/,https://en.wikipedia.org/wiki/Chinese_Academy_of_Sciences,Q530471,,,,
CN,154,153,兰州冰川冻土研究所,,,,Lanzhou Institute of Glaciology and Geocryology,LIGG,,,,,,,History at https://baike.sogou.com/m/fullLemma?lid=53232434
CN,155,153,寒区旱区环境与工程研究所,,,,Cold and Arid Regions Environmental and Engineering Research Institute,CAREERI,,,Q30256055,,,154,
CN,156,153,西北生态环境资源研究院,,,,Northwest Institute of Eco-Environment and Resources,NIEER,http://www.nieer.cas.cn/,https://zh.wikipedia.org/wiki/%E4%B8%AD%E5%9B%BD%E7%A7%91%E5%AD%A6%E9%99%A2%E8%A5%BF%E5%8C%97%E7%94%9F%E6%80%81%E7%8E%AF%E5%A2%83%E8%B5%84%E6%BA%90%E7%A0%94%E7%A9%B6%E9%99%A2,Q47520042,,,155,
CN,157,156,天山冰川观测试验站,,,,Tianshan Glaciological Station,,,https://zh.wikipedia.org/wiki/%E4%B8%AD%E5%9B%BD%E7%A7%91%E5%AD%A6%E9%99%A2%E5%A4%A9%E5%B1%B1%E5%86%B0%E5%B7%9D%E8%A7%82%E6%B5%8B%E8%AF%95%E9%AA%8C%E7%AB%99,,,,,
CN,158,153,青藏高原研究所,,,,Institute of Tibetan Plateau Research,ITP,https://itpcas.cas.cn/,https://zh.wikipedia.org/wiki/%E4%B8%AD%E5%9B%BD%E7%A7%91%E5%AD%A6%E9%99%A2%E9%9D%92%E8%97%8F%E9%AB%98%E5%8E%9F%E7%A0%94%E7%A9%B6%E6%89%80,Q30259629,,,,
CN,159,153,新疆生态与地理研究所,,,,Xinjiang Institute of Geography and Ecology,EGI,http://www.egi.cas.cn/,https://zh.wikipedia.org/wiki/%E4%B8%AD%E5%9B%BD%E7%A7%91%E5%AD%A6%E9%99%A2%E6%96%B0%E7%96%86%E7%94%9F%E6%80%81%E4%B8%8E%E5%9C%B0%E7%90%86%E7%A0%94%E7%A9%B6%E6%89%80,Q30259643,1998,,,
CN,160,,兰州大学,,,,Lanzhou University,LZU,https://www.lzu.edu.cn/,https://en.wikipedia.org/wiki/Lanzhou_University,Q4475799,1909,,,
CN,161,160,西部环境重点实验室,,,,Key Laboratory of Western China's Environmental Systems,WEL,http://wel.lzu.edu.cn/,,,,,,
CO,162,,Instituto Nacional de Investigaciones Geológico-Mineras,INGEOMINAS,,,,,,,,1968,2004,,
CO,163,,Instituto Colombiano de Geología y Minería,INGEOMINAS,,,,,,,,2004,2011,162,
CO,166,,Instituto Geográfico Agustín Codazzi,IGAC,,,Geographic Institute Agustín Codazzi,,https://www.igac.gov.co/,https://en.wikipedia.org/wiki/Geographic_Institute_Agust%C3%ADn_Codazzi,Q3152313,,,,
CO,167,,"Instituto de Hidrología, Meteorología y Estudios Ambientales",IDEAM,,,"Institute of Hydrology, Meteorology and Environmental Studies",,http://www.ideam.gov.co/,"https://en.wikipedia.org/wiki/Institute_of_Hydrology,_Meteorology_and_Environmental_Studies_(Colombia)",Q2890179,,,,
CO,169,,Universidad Nacional de Colombia,UNAL,,,National University of Colombia,,https://unal.edu.co/,https://en.wikipedia.org/wiki/National_University_of_Colombia,Q1150419,,,,
CZ,170,,Univerzita Karlova,UK,,,Charles University,,https://cuni.cz/,https://en.wikipedia.org/wiki/Charles_University,Q31519,,,,
CZ,171,170,Katedra fyzické geografie a geoekologie,,,,Department of Physical Geography and Geoecology,,https://www.natur.cuni.cz/geografie/fyzgeo,,,,,,
CZ,172,,Česká geologická služba,CGS,,,Czech Geological Survey,CGS,https://cgs.gov.cz/,https://cs.wikipedia.org/wiki/%C4%8Cesk%C3%A1_geologick%C3%A1_slu%C5%BEba,Q11280554,,,,
DE,173,,Bayerische Akademie der Wissenschaften,BAdW,,,Bavarian Academy of Sciences and Humanities,,https://badw.de/,https://en.wikipedia.org/wiki/Bavarian_Academy_of_Sciences_and_Humanities,Q684415,,,,
DE,174,173,Kommission für Glaziologie,KfG,,,Commission for Glaciology,,https://geo.badw.de/geschichte/kommission-fuer-glaziologie.html,,,1962,2010,,
DE,175,173,Kommission für Erdmessung und Glaziologie,KEG,,,Commission for Geodesy and Glaciology,,https://geo.badw.de/geschichte/kommission-fuer-erdmessung-und-glaziologie.html,,,2010,,174,
DE,176,,Deutsches GeoForschungsZentrum,GFZ,,,German Research Centre for Geosciences,,https://www.gfz-potsdam.de/,https://en.wikipedia.org/wiki/GFZ_German_Research_Centre_for_Geosciences,Q1205654,,,,
DE,177,,Deutsche Forschungsgemeinschaft,DFG,,,German Reseach Foundation,,https://www.dfg.de/,https://en.wikipedia.org/wiki/German_Research_Foundation,Q707283,,,,
DE,178,,Universität Freiburg,,,,University of Freiburg,,https://uni-freiburg.de/,https://en.wikipedia.org/wiki/University_of_Freiburg,Q153987,,,,
DE,179,,Ludwig-Maximilians-Universität,LMU,,,Ludwig Maximilian University,LMU,https://www.lmu.de/,https://en.wikipedia.org/wiki/Ludwig_Maximilian_University_of_Munich,Q55044,,,,
DE,180,179,Department für Geographie,,,,Department of Geography,,https://www.geographie.uni-muenchen.de/,,,,,,
DE,181,,Technische Universität Dresden,TUD,,,Dresden University of Technology,,https://tu-dresden.de/,https://en.wikipedia.org/wiki/TU_Dresden,Q158158,,,,
DE,182,181,Institut für Kartographie,IfK,,,Institute of Cartography,,https://tu-dresden.de/bu/umwelt/geo/ifk,,,,,,
DE,183,,Universität Würzburg,,,,University of Würzburg,,https://www.uni-wuerzburg.de/,https://en.wikipedia.org/wiki/University_of_W%C3%BCrzburg,Q161976,,,,
DE,184,183,Institut für Geographie,,,,,,,,,,,,
DE,186,,Universität Erlangen-Nürnberg,FAU,,,University of Erlangen-Nuremberg,,https://www.fau.eu/,https://en.wikipedia.org/wiki/University_of_Erlangen%E2%80%93Nuremberg,Q40025,,,,
DE,187,,Bundesministerium für Wirtschaft und Energie,BMWi,,,Federal Ministry for Economic Affairs and Energy,,,,,2013,2021,,
DK,190,,Greenland Ecosystem Monitoring,GEM,,,,,https://g-e-m.dk,,Q81654885,,,,
DK,191,190,GlacioBasis,,,,,,https://g-e-m.dk/gem-science-programme/glaciobasis-programme,,,,,,
DK,192,190,ClimateBasis,,,,,,https://g-e-m.dk/gem-science-programme/climatebasis-programme,,,,,,
DK,193,,Grønlands Tekniske Organisation,GTO,,,Greenland Technical Organization,,,https://da.wikipedia.org/wiki/Gr%C3%B8nlands_Tekniske_Organisation,Q108583950,1950,1990,,
DK,194,,Aarhus Universitet,AU,,,Aarhus University,AU,https://www.au.dk,https://en.wikipedia.org/wiki/Aarhus_University,Q924265,,,,
DK,195,194,Institut for Geoscience,,,,Department of Geoscience,,https://geo.au.dk/,https://da.wikipedia.org/wiki/Institut_for_Geoscience_(Aarhus_Universitet),Q12318442,,,,
DK,196,,Grønlands Geologiske Undersøgelse,GGU,,,Greenlandic Geological Survey,,,,Q120737682,1946,1995,,
DK,197,,Danmarks og Grønlands Geologiske Undersøgelse,GEUS,,,Geological Survey of Denmark and Greenland,,https://www.geus.dk,https://en.wikipedia.org/wiki/Geological_Survey_of_Denmark_and_Greenland,Q4993674,1995,,196,
DK,199,197,Afdeling for Kvartærgeologi,,,,Department of Quaternary Geology,GEUS Geology,,,,,2009,,
DK,202,,Danmarks Tekniske Universitet,DTU,,,Technical University of Denmark,,https://www.dtu.dk,https://en.wikipedia.org/wiki/Technical_University_of_Denmark,Q1269766,1829,,,
DK,203,,Københavns Universitet,KU,,,University of Copenhagen,,https://www.ku.dk/,https://en.wikipedia.org/wiki/University_of_Copenhagen,Q186285,,,,
DK,204,203,Institut for Geografi og Geologi,IGG,,,Department of Geography and Geology,,,https://da.wikipedia.org/wiki/Institut_for_Geografi_og_Geologi,Q12318440,2007,2013,,
DK,206,203,Statens Naturhistoriske Museum,SNM,,,Natural History Museum of Denmark,,https://snm.ku.dk/,https://en.wikipedia.org/wiki/Natural_History_Museum_of_Denmark,Q978464,,,,
EC,207,,Instituto Nacional de Meteorología e Hidrología,INAMHI,,,,,https://www.inamhi.gob.ec/,https://en.wikipedia.org/wiki/Instituto_Nacional_de_Meteorolog%C3%ADa_e_Hidrolog%C3%ADa_(Ecuador),Q6041375,,,,
EC,208,207,Programa Glaciares Ecuador,,,,,,,,,,,,
ES,209,,Ingeniería 75,,,,,,,,,,2020,,
ES,210,,Agrupación Mediterránea de Ingeniería,AMINSA,,,,,https://www.aminsa.com,,,,,,
ES,211,,SPESA Ingeniería,,,,,,https://spesaingenieria.com/,,,,,,
ES,212,,Ministerio de Ciencia e Innovación,,,,Ministry of Science and Innovation,,https://www.ciencia.gob.es/,https://en.wikipedia.org/wiki/Ministry_of_Science_(Spain),Q3315331,2008,2023,,"end_year: Name was used 2008-2011, 2020-2023 | wikidata_id: More specifically Q85874966"
ES,213,212,Agencia Estatal de Investigación,AEI,,,State Research Agency,,https://www.aei.gob.es/,https://en.wikipedia.org/wiki/State_Research_Agency,Q32826443,,,,
ES,214,,Ministerio del Medio Ambiente,MMA,,,,,https://mma.gob.cl/,,,1996,2008,,
ES,215,214,Planificación Hidrológica y Uso Sostenible del Agua,,,,,,,,,,,,parent_agency_id: Likely was a child of Dirección General del Agua
ES,216,,"Ministerio de Medio Ambiente, Medio Rural y Marino",MMAMRM,,,,,,,,2008,2012,214,
ES,217,216,Dirección General del Agua,DGA,,,,,https://www.miteco.gob.es/es/ministerio/funciones-estructura/organigrama/dg_agua.html,https://es.wikipedia.org/wiki/Direcci%C3%B3n_General_del_Agua,Q43005425,1991,,,"parent_agency_id: Parent changed over the years (see https://es.wikipedia.org/wiki/Ministerio_de_Medio_Ambiente,_y_Medio_Rural_y_Marino, https://es.wikipedia.org/wiki/Ministerio_de_Agricultura,_Alimentaci%C3%B3n_y_Medio_Ambiente, ...)"
ES,218,,Universidad Politécnica de Madrid,UPM,,,Technical University of Madrid,,https://www.upm.es/,https://en.wikipedia.org/wiki/Technical_University_of_Madrid,Q25864,,,,
ES,219,218,Escuela Técnica Superior de Ingenieros de Telecomunicación,ETSIT,,,,,https://www.etsit.upm.es/,https://es.wikipedia.org/wiki/Escuela_T%C3%A9cnica_Superior_de_Ingenieros_de_Telecomunicaci%C3%B3n_(Universidad_Polit%C3%A9cnica_de_Madrid),Q5838964,,,,
ES,220,,Universitat Politècnica de València,UPV,Universidad Politécnica de Valencia,UPV,Technical University of Valencia,,https://www.upv.es/,https://en.wikipedia.org/wiki/Technical_University_of_Valencia,Q2003976,,,,
ES,221,220,Departamento de Ingeniería del Terreno,DIT,Departament d'Enginyeria del Terreny,,Department of Geological and Geotechnical Engineering,,https://www.upv.es/entidades/DIT/,,,,,,
FI,222,,Ilmatieteen laitos,,,,Finnish Meteorological Institute,FMI,https://www.ilmatieteenlaitos.fi/,https://en.wikipedia.org/wiki/Finnish_Meteorological_Institute,Q3266959,,,,
FR,227,,"Centre d'études du machinisme agricole, du génie rural, des eaux et des forêts",Cemagref,,,,,,,,1981,2011,,
FR,228,,Institut national de recherche en sciences et technologies pour l'environnement et l'agriculture,IRSTEA,,,,,,https://en.wikipedia.org/wiki/Institut_national_de_recherche_en_sciences_et_technologies_pour_l%27environnement_et_l%27agriculture,Q3152425,2012,2019,227,
FR,229,,"Institut national de recherche pour l'agriculture, l'alimentation et l'environnement",INRAE,,,"National Research Institute for Agriculture, Food and the Environment",,https://www.inrae.fr/,"https://fr.wikipedia.org/wiki/Institut_national_de_recherche_pour_l%27agriculture,_l%27alimentation_et_l%27environnement",Q70571774,2020,,228,
FR,230,229,Érosion Torrentielle Neige et Avalanche,ETNA,,,,,https://www6.lyon-grenoble.inrae.fr/etna,,Q51782772,,2022,,end_year: Merged with Institut des Géosciences de l'Environnement (IGE) in 2023
FR,231,,Centre national de la recherche scientifique,CNRS,,,National Centre for Scientific Research,,https://www.cnrs.fr,https://en.wikipedia.org/wiki/French_National_Centre_for_Scientific_Research,Q280413,,,,
FR,232,231,Institut national des sciences de l'Univers,INSU,,,,,https://www.insu.cnrs.fr/,https://fr.wikipedia.org/wiki/CNRS_Terre_%26_Univers,Q3152437,,,,
FR,233,,"Environnements, dynamiques et territoires de montagne",Edytem,,,,,https://edytem.osug.fr/,,Q51784816,2005,,,
FR,234,,Laboratoire de glaciologie et géophysique de l'environnement,LGGE,,,,,,https://fr.wikipedia.org/wiki/Institut_des_g%C3%A9osciences_de_l%27environnement#Laboratoire_de_glaciologie_et_g%C3%A9ophysique_de_l'environnement,Q3214451,1970,2016,,
FR,235,,Institut des géosciences de l'environnement,IGE,,IGE Grenoble,,,https://www.ige-grenoble.fr/,https://fr.wikipedia.org/wiki/Institut_des_g%C3%A9osciences_de_l%27environnement,Q52604595,2017,,234,
FR,236,,Institut de recherche pour le développement,IRD,,,Institute for Sustainable Development,,https://www.ird.fr,https://en.wikipedia.org/wiki/Research_Institute_for_Development,Q2910510,,,,
FR,237,236,Great Ice,,,,,,https://great-ice.ird.fr/,,,2011,,,
FR,238,,Association Moraine,,,,,,http://asso.moraine.free.fr,,,,,,
FR,239,,Centre national d'études spatiales,CNES,,,National Centre for Space Studies,,https://cnes.fr,https://en.wikipedia.org/wiki/CNES,Q48756,,,,
FR,242,,European Space Agency,ESA,,,,,https://www.esa.int/,https://en.wikipedia.org/wiki/European_Space_Agency,Q42262,,,,
FR,243,,Glaciolab,,,,,,,,,,,,
FR,244,,Laboratoire d'études en géophysique et océanographie spatiales,LEGOS,,,,,https://www.legos.omp.eu/,https://fr.wikipedia.org/wiki/Laboratoire_d%27%C3%A9tudes_en_g%C3%A9ophysique_et_oc%C3%A9anographie_spatiales,Q3214437,,,,
FR,245,,Mairie de Saint-Gervais-les-Bains,,,,,,https://www.saintgervais.com/mairie/,,Q119327677,,,,
FR,246,,Parc national des Ecrins,,,,Écrins National Park,,https://www.ecrins-parcnational.fr/,https://en.wikipedia.org/wiki/%C3%89crins_National_Park,Q476446,,,,
FR,247,,Université de Toulouse,UT,,,University of Toulouse,,https://www.univ-toulouse.fr/,https://en.wikipedia.org/wiki/Federal_University_of_Toulouse_Midi-Pyr%C3%A9n%C3%A9es,Q1273188,2023,,,
FR,248,,Université de Franche-Comté,UFR,,,University of Franche-Comté,,https://www.univ-fcomte.fr,https://en.wikipedia.org/wiki/University_of_Franche-Comt%C3%A9,Q829449,,,,
FR,249,,Université Joseph Fourier,UJF,,,Joseph Fourier University,,,https://en.wikipedia.org/wiki/Joseph_Fourier_University,Q955647,1970,2015,,
FR,250,,Université Grenoble-Alpes,UGA,,,Grenoble Alpes University,,https://www.univ-grenoble-alpes.fr/,https://en.wikipedia.org/wiki/Grenoble_Alpes_University,Q945876,2016,,249,
FR,251,,Institut d'ingénierie et de management,Grenoble INP,,,Graduate schools of Engineering and Management,,https://www.grenoble-inp.fr,https://en.wikipedia.org/wiki/Grenoble_Institute_of_Technology,Q1665121,,,,
FR,545,,Parc national de la Vanoise,,,,Vanoise National Park,,https://www.vanoise-parcnational.fr,https://en.wikipedia.org/wiki/Vanoise_National_Park,Q174250,,,,
GB,252,,Durham University,,,,,,https://www.durham.ac.uk/,https://en.wikipedia.org/wiki/Durham_University,Q458393,,,,
GB,253,252,Department of Geography,,,,,,https://www.durham.ac.uk/departments/academic/geography/,,Q86019829,,,,
GB,254,,Staffordshire University,,,,,,https://www.staffs.ac.uk/,https://en.wikipedia.org/wiki/Staffordshire_University,Q1534573,,,,
GB,256,,University of Birmingham,,,,,,https://www.birmingham.ac.uk/,https://en.wikipedia.org/wiki/University_of_Birmingham,Q223429,,,,
GB,257,,University of Edinburgh,,,,,,https://www.ed.ac.uk/,https://en.wikipedia.org/wiki/University_of_Edinburgh,Q160302,,,,
GB,258,,University of Exeter,,,,,,https://www.exeter.ac.uk/,https://en.wikipedia.org/wiki/University_of_Exeter,Q1414861,,,,
GB,259,,University of Saint Andrews,,,,,,https://www.st-andrews.ac.uk/,https://en.wikipedia.org/wiki/University_of_St_Andrews,Q216273,,,,
GB,260,,University of Stirling,,,,,,https://www.stir.ac.uk/,https://en.wikipedia.org/wiki/University_of_Stirling,Q963530,,,,
GB,261,,Natural Environment Research Council,NERC,,,,,https://www.ukri.org/councils/nerc/,https://en.wikipedia.org/wiki/Natural_Environment_Research_Council,Q4272261,,,,
GB,262,,University of Leeds,,,,,,https://www.leeds.ac.uk/,https://en.wikipedia.org/wiki/University_of_Leeds,Q503424,,,,
GB,263,262,School of Geography,,,,,,https://environment.leeds.ac.uk/geography,"https://en.wikipedia.org/wiki/School_of_Geography,_University_of_Leeds",Q7432461,,,,
GB,266,,University of Sheffield,,,,,,https://www.sheffield.ac.uk/,https://en.wikipedia.org/wiki/University_of_Sheffield,Q823917,,,,
GB,267,266,Department of Geography,,,,,,https://www.sheffield.ac.uk/geography,,Q86019335,,,,
GE,268,,ილიას სახელმწიფო უნივერსიტეტი,ილიაუნი,,,Ilia State University,ILIAUNI,https://iliauni.edu.ge/,https://en.wikipedia.org/wiki/Ilia_State_University,Q2324420,,,,
