country,id,parent_agency_id,name,abbreviation,alternate_name,alternate_abbreviation,english_name,english_abbreviation,url,wikipedia_url,wikidata_id,begin_year,end_year,former_agency_id,remarks
GE,270,,შოთა რუსთაველის ეროვნული სამეცნიერო ფონდი,,,,Shota Rustaveli National Science Foundation,,http://www.rustaveli.org.ge/,https://ka.wikipedia.org/wiki/%E1%83%A8%E1%83%9D%E1%83%97%E1%83%90_%E1%83%A0%E1%83%A3%E1%83%A1%E1%83%97%E1%83%90%E1%83%95%E1%83%94%E1%83%9A%E1%83%98%E1%83%A1_%E1%83%A1%E1%83%90%E1%83%A5%E1%83%90%E1%83%A0%E1%83%97%E1%83%95%E1%83%94%E1%83%9A%E1%83%9D%E1%83%A1_%E1%83%94%E1%83%A0%E1%83%9D%E1%83%95%E1%83%9C%E1%83%A3%E1%83%9A%E1%83%98_%E1%83%A1%E1%83%90%E1%83%9B%E1%83%94%E1%83%AA%E1%83%9C%E1%83%98%E1%83%94%E1%83%A0%E1%83%9D_%E1%83%A4%E1%83%9D%E1%83%9C%E1%83%93%E1%83%98,Q16377946,,,,
GE,271,,თბილისის სახელმწიფო უნივერსიტეტი,თსუ,,,Tbilisi State University,TSU,https://www.tsu.ge/,https://en.wikipedia.org/wiki/Tbilisi_State_University,Q37008,,,,
GE,272,271,ვახუშტი ბაგრატიონის გეოგრაფიის ინსტიტუტი,,,,Vakhushti Bagrationi Institute of Geography,VBIG,https://vbig.ge/,https://en.wikipedia.org/wiki/Vakhushti_Bagrationi_Institute_of_Geography,Q16369106,1933,,,
GL,273,,ASIAQ Greenland Survey,ASIAQ,,,,,https://www.asiaq-greenlandsurvey.gl/,,Q61932039,1993,,193,
IN,275,,Geological Survey of India,GSI,,,,,https://www.gsi.gov.in,https://en.wikipedia.org/wiki/Geological_Survey_of_India,Q3631634,,,,
IN,276,275,Glaciology Divison,,,,,,,,,,,,
IN,279,,Jawaharlal Nehru University,JNU,,,,,https://www.jnu.ac.in/,https://en.wikipedia.org/wiki/Jawaharlal_Nehru_University,Q1147063,,,,
IN,280,279,School of Environmental Sciences,SES,,,,,https://www.jnu.ac.in/ses,,Q101004056,,,,
IN,281,,National Centre for Polar and Ocean Research,NCPOR,,,,,https://ncpor.res.in/,https://en.wikipedia.org/wiki/National_Centre_for_Polar_and_Ocean_Research,Q3351035,,,,
IN,282,,National Institute of Hydrology,NIH,,,,,https://www.nihroorkee.gov.in/,https://en.wikipedia.org/wiki/National_Institute_of_Hydrology,Q6973667,,,,
IN,283,,Department of Science and Technology,DST,,,,,https://dst.gov.in,https://en.wikipedia.org/wiki/Department_of_Science_and_Technology_(India),Q3595663,,,,
IN,284,,Indian Space Research Organisation,ISRO,,,,,https://www.isro.gov.in/,https://en.wikipedia.org/wiki/ISRO,Q229058,,,,
IN,285,,Space Applications Centre,SAC,,,,,https://www.sac.gov.in,https://en.wikipedia.org/wiki/Space_Applications_Centre,Q2173159,,,,
IN,286,,Wadia Institute of Himalayan Geology,WIHG,,,,,https://www.wihg.res.in/,https://en.wikipedia.org/wiki/Wadia_Institute_of_Himalayan_Geology,Q12452363,,,,
IS,290,,Veðurstofa Íslands,Veðurstofan,,,Icelandic Meteorological Office,IMO,https://www.vedur.is/,https://en.wikipedia.org/wiki/Icelandic_Meteorological_Office,Q3481337,,,,
IS,291,,Jöklarannsóknafélag­ Íslands,JÖRFÍ,,,Iceland Glaciological Society,IGS,https://jorfi.is/,https://is.wikipedia.org/wiki/J%C3%B6klaranns%C3%B3knaf%C3%A9lag_%C3%8Dslands,Q16429837,1950,,,
IS,292,,Orkustofnun,,,,National Energy Authority,,https://orkustofnun.is/,https://is.wikipedia.org/wiki/Orkustofnun,Q16423491,,,,
IS,293,292,Vatnamælingar,,,,Hydrological Survey,,,,,,,,
IS,294,,Íslenskar orkurannsóknir,ÍSOR,,,Iceland GeoSurvey,,https://isor.is/,https://en.wikipedia.org/wiki/Iceland_GeoSurvey,Q5985669,2003,,,
IS,295,,Landsvirkjun,,,,National Power Company,,https://www.landsvirkjun.com/,https://en.wikipedia.org/wiki/Landsvirkjun,Q1780417,,,,
IS,296,,Háskóli Íslands,HI,,,University of Iceland,,https://www.hi.is/,https://en.wikipedia.org/wiki/University_of_Iceland,Q196559,,,,
IS,297,296,Jarðvísindastofnun,,,,Institute of Earth Sciences,,https://jardvis.hi.is/,,,,,,
IS,547,,Landmælingar Íslands,LMI,,,National Land Survey of Iceland,,https://www.lmi.is,https://sv.wikipedia.org/wiki/Landm%C3%A6lingar_%C3%8Dslands,Q106704593,,,,
IT,307,,Comitato Glaciologico Italiano,CGI,,,Italian Glaciological Committee,,https://www.glaciologia.it,,,1895,,,
IT,308,,Ministero dell'università e della ricerca,MUR,,,Ministry of Universities and Research,,https://www.mur.gov.it/,https://it.wikipedia.org/wiki/Ministero_dell%27universit%C3%A0_e_della_ricerca,Q3858483,2006,,,end_year: Operated under different names 2008-2020
IT,309,308,Consiglio Nazionale delle Ricerche,CNR,,,National Research Council,,https://www.cnr.it/,https://en.wikipedia.org/wiki/National_Research_Council_(Italy),Q902464,,,,
IT,310,309,Istituto di Ricerca per la Protezione Idrogeologica,IRPI,,,Research Institute for Geo-Hydrological Protection,,https://www.irpi.cnr.it/,,Q18145525,,,,
IT,311,309,Istituto sull'Inquinamento Atmosferico,IIA,,,Institute of Atmospheric Pollution Research,,https://iia.cnr.it/,,Q38908129,,,,
IT,312,309,Istituto di Metodologie per l'Analisi Ambientale,IMAA,,,Institute of Methodologies for Environmental Analysis,,https://www.imaa.cnr.it/,,Q30263758,,,,
IT,313,,Corpo Nazionale Soccorso Alpino e Speleologico,CNSAS,,,,,https://www.cnsas.it/,https://it.wikipedia.org/wiki/Corpo_nazionale_soccorso_alpino_e_speleologico,Q1134637,,,,
IT,316,555,Center of Excellence in Telesensing of Environment and Model Prediction of Severe Events,CETEMPS,,,,,https://cetemps.aquila.infn.it/,,,2001,,,
IT,317,,Club Alpino Italiano,CAI,,,Italian Alpine Club,,https://www.cai.it/,https://en.wikipedia.org/wiki/Club_Alpino_Italiano,Q795273,,,,
IT,318,317,Sezione Majella-Chieti,,,,,,https://www.caichieti.it/,,,,,,
IT,319,317,Sezione di Lanciano,,,,,,https://www.cailanciano.it/,,,,,,
IT,320,317,Sezione di Perugia,,,,,,https://www.caiperugia.it/,,,,,,
IT,321,317,Sezione di Roma,,,,,,https://www.cairoma.it/,,,,,,
IT,322,317,Sezione di Valfurva,,,,,,https://www.caialtavaltellina.it/it/c/cai-valfurva1.html,,,,,,
IT,323,,Istituto Nazionale della Montagna,IMONT,,,Italian Mountain Institute,,,,,,2006,,
IT,324,,Ente Italiano della Montagna,EIM,,,Italian Mountain Authority,,,,,2006,2010,323,
IT,325,,Provincia Autonoma di Trento,Trentino,,,,,https://www.provincia.tn.it/,https://en.wikipedia.org/wiki/Trentino,Q16289,,,,
IT,326,325,Ufficio Previsioni e Pianificazione,,,,,,https://www.provincia.tn.it/Amministrazione/Strutture-organizzative/Ufficio-previsioni-e-pianificazione,,,,,,
IT,327,326,Meteotrentino,,,,,,https://www.meteotrentino.it/,,,,,,
IT,328,,Parco Nazionale Gran Paradiso,PNGP,,,Gran Paradiso National Park,,https://www.pngp.it/,https://en.wikipedia.org/wiki/Gran_Paradiso_National_Park,Q847690,,,,
IT,329,,Agenzia Regionale Protezione Ambiente Valle d'Aosta,ARPA Valle d'Aosta,Agence Régionale Protection Environnement Vallée d'Aoste,,Environmental Protection Agency of Aosta Valley,,https://www.arpa.vda.it,,Q108293617,1995,,,
IT,330,,Autonome Provinz Bozen - Südtirol,BZ,Provincia autonoma di Bolzano - Alto Adige,BZ,Autonomous Province of Bolzano/Bozen - South Tyrol,,https://provinz.bz.it/,https://en.wikipedia.org/wiki/South_Tyrol,Q15124,,,,
IT,331,330,"Abteilung Bildungsförderung, Universität und Forschung",,,,,,,,,,,,
IT,332,330,"Abteilung Grundbuch, Grund- und Gebäudekataster",,"Ripartizione Libro fondiario, catasto fondiario e urbano",,,,https://home.provinz.bz.it/de/kontakte/4096,,,,,,Guess based on the name 'Geodetic Service'
IT,333,330,Agentur für Bevölkerungsschutz,AfBs,Agenzia per la Protezione civile,ApPc,Civil Protection Agency,,https://afbs.provinz.bz.it/,,,,,,
IT,334,333,Hydrographisches Amt,,Ufficio Idrografico,,,,,,,,,,
IT,335,333,Amt für Hydrologie und Stauanlagen,,Ufficio Idrologia e dighe,,Office for Hydrology and Dams,,https://home.provinz.bz.it/de/kontakte/934,,,,,334,
IT,336,,Istituto superiore per la prevenzione e la sicurezza del lavoro,ISPESL,,,,,,https://it.wikipedia.org/wiki/Istituto_superiore_per_la_prevenzione_e_la_sicurezza_del_lavoro,Q3803683,1982,2010,,
IT,338,,Servizio Glaciologico Alto Adige,SGAA,,,,,http://www.servizioglaciologico.com/,,,,,,
IT,339,,Società degli Alpinisti Tridentini,SAT,,,,,https://www.sat.tn.it/,https://en.wikipedia.org/wiki/Societ%C3%A0_degli_Alpinisti_Tridentini,Q3963270,,,,
IT,340,339,Comitato Glaciologico Trentino,,,,,,,,,1990,,,
IT,342,,Società Meteorologica Italiana,SMI,,,,,http://www.nimbus.it/,https://it.wikipedia.org/wiki/Societ%C3%A0_meteorologica_italiana,Q3963398,,,,
IT,343,,Servizio Glaciologico Lombardo,SGL,,,,,https://www.servizioglaciologicolombardo.it/,,,,,,
IT,344,,Azienda Energetica Metropolitana Torino,AEM Torino,,,,,,,,,,,
IT,345,,Engeoneering,,,,,,http://www.engeoneering.it/,,,,,,
IT,348,,Università di Torino,UniTo,,,University of Turin,,https://www.unito.it/,https://en.wikipedia.org/wiki/University_of_Turin,Q499911,,,,
IT,349,348,Dipartimento di Scienze della Terra,DST,,,Department of Earth Sciences,,https://www.dst.unito.it/,,,,,,
IT,350,,Università degli Studi di Padova,UniPd,,,University of Padua,,https://www.unipd.it/,https://en.wikipedia.org/wiki/University_of_Padua,Q193510,,,,
IT,351,350,Dipartimento di Geografia,,,,Department of Geography,,,,,1984,2011,,
IT,353,350,Dipartimento di Geoscienze,,,,Department of Geosciences,,https://www.geoscienze.unipd.it/,,,,,,
IT,354,350,Dipartimento Territorio e Sistemi Agro-Forestali,TeSAF,,,"Department of Land, Environment, Agriculture and Forestry",,https://www.tesaf.unipd.it/,,,,,,
IT,355,,Università degli Studi di Perugia,UniPG,,,University of Perugia,,https://www.unipg.it/,https://en.wikipedia.org/wiki/University_of_Perugia,Q748085,,,,
IT,356,,Presidenza del Consiglio dei Ministri,PCM,,,,,https://www.governo.it/it/la-presidenza-del-consiglio-dei-ministri,,,,,,
IT,357,356,"Dipartimento per gli affari regionali, le autonomie e lo sport",DARAS,,,,,,,,2013,2016,,
IT,358,356,Dipartimento per gli Affari Regionali e le Autonomie,DARA,,,,,https://www.affariregionali.it/,https://it.wikipedia.org/wiki/Dipartimento_per_gli_affari_regionali_e_le_autonomie,Q3708837,2016,,357,
IT,359,,L'Aquila Caput Frigoris,AQ Caput Frigoris,,,,,https://www.caputfrigoris.it,,,,,,
IT,555,,Università degli Studi dell'Aquila,UnivAQ,,,University of L'Aquila,,https://www.univaq.it/,https://en.wikipedia.org/wiki/University_of_L%27Aquila,Q1494671,1596,,,
IT,557,,Fondazione Cassa di Risparmio della Provincia dell'Aquila,Fondazione Carispaq,,,,,https://fondazionecarispaq.it/,,,,,,
IT,558,,Agenzia Spaziale Italiana,ASI,,,Italian Space Agency,,https://www.asi.it/,https://en.wikipedia.org/wiki/Italian_Space_Agency,Q392953,1988,,,
IT,559,,Agenzia Regionale per la Protezione dell'Ambiente Lombardia,ARPA Lombardia,,,,,https://www.arpalombardia.it/,,,1999,,,
IT,561,348,"Dipartimento di Scienze Agrarie, Forestali e Ambientali",DISAFA,,,"Department of Agricultural, Forest and Food Sciences",,https://www.disafa.unito.it/,,,,,,
IT,562,,Agenzia Regionale per la Protezione Ambientale del Piemonte,ARPA Piemonte,,,,,https://www.arpa.piemonte.it/,,,,,,
IT,563,,Libera Università di Bolzano,unibz,Freie Universität Bozen,unibz,Free University of Bozen-Bolzano,unibz,https://www.unibz.it/,https://en.wikipedia.org/wiki/Free_University_of_Bozen-Bolzano,Q1231433,1997,,,
IT,564,330,Abteilung Forstdienst,,Servizio forestale,,Forestry Department,,https://forstdienst.provinz.bz.it/,,,,,,
IT,565,564,Forstinspektorat Sterzing,,Ispettorato forestale Vipiteno,,Forestry Inspectorate of Sterzing - Vipiteno,,https://home.provinz.bz.it/de/kontakte/1088,,,,,,
JP,361,,北海道大学,北大,,,Hokkaido University,Hokudai,https://www.global.hokudai.ac.jp,https://en.wikipedia.org/wiki/Hokkaido_University,Q1057199,,,,
JP,362,361,低温科学研究所,,,,Institute of Low Temperature Science,ILTS,https://www2.lowtem.hokudai.ac.jp/,https://ja.wikipedia.org/wiki/%E5%8C%97%E6%B5%B7%E9%81%93%E5%A4%A7%E5%AD%A6%E4%BD%8E%E6%B8%A9%E7%A7%91%E5%AD%A6%E7%A0%94%E7%A9%B6%E6%89%80,Q60987329,,,,
JP,363,,独立行政法人国際協力機構,,,,Japan International Cooperation Agency,JICA,https://www.jica.go.jp/,https://en.wikipedia.org/wiki/Japan_International_Cooperation_Agency,Q958590,,,,
JP,364,,名古屋大学,名大,,,Nagoya University,NU,https://www.nagoya-u.ac.jp/,https://en.wikipedia.org/wiki/Nagoya_University,Q1191132,,,,
JP,365,364,環境学研究科,,,,Graduate School of Environmental Studies,,https://www.env.nagoya-u.ac.jp/,,,,,,
JP,367,364,学水圏科学研究所,,,,Water Research Institute,WRI,,,,1973,1993,,
JP,368,364,大気水圏科学研究所,,,,Institute for Hydrospheric-Atmospheric Sciences,IHAS,,,,1993,2001,367,
JP,370,,立山カルデラ砂防博物館,,,,Tateyama Caldera Sabo Museum,,,https://ja.wikipedia.org/wiki/%E7%AB%8B%E5%B1%B1%E3%82%AB%E3%83%AB%E3%83%87%E3%83%A9%E7%A0%82%E9%98%B2%E5%8D%9A%E7%89%A9%E9%A4%A8,Q30112754,,,,
JP,371,,筑波大学,,,,University of Tsukuba,,http://www.tsukuba.ac.jp,https://en.wikipedia.org/wiki/University_of_Tsukuba,Q743615,,,,
KG,373,,Кыргыз Республикасынын Улуттук Илимдер Академиясы,КР УИА,,,National Academy of Sciences of the Kyrgyz Republic,NAS KR,https://naskr.gov.kg/,https://en.wikipedia.org/wiki/Kyrgyz_Academy_of_Sciences,Q4314799,1993,,,
KG,374,373,Институт геологии,,,,Institute of Geology,,http://geol.kg/,,,,,,
KG,375,373,Суу маселелери жана гидроэнергетика институту,,,,Institute of Water Problems and Hydropower,IWP,https://iwp.kg/,,,1992,,,
KG,376,375,Тянь-Шаньский Высокогорный Научный Центр,ТШВНЦ,,,Tien Shan High Mountain Research Center,TShMRC,https://iwp.kg/?page_id=761,,,1948,,,
KG,377,,Өзгөчө кырдаалдар министрлиги,,,,Ministry of Emergency Situations,,https://www.mchs.gov.kg/,https://en.wikipedia.org/wiki/Ministry_of_Emergency_Situations_(Kyrgyzstan),Q6452372,1991,,,
KG,378,377,Гидрометеорологическая служба,Кыргызгидромет,,,Hydrometeorological Service,Kyrgyzhydromet,https://kgm.kg/,,,,,,
KG,379,,Борбордук Азия Жерди прикладдык изилдөө институтунун,ЦАИИЗ,,,Central Asian Institute of Applied Geosciences,CAIAG,https://www.caiag.kg,,Q50040078,,,,
KZ,382,,Білім және ғылым министрлігі,БҒМ,,,Ministry of Education and Science,,http://edu.gov.kz/,https://en.wikipedia.org/wiki/Ministry_of_Education_and_Science_(Kazakhstan),Q4294536,1999,2022,,
KZ,384,382,География Институты,,,,Institute of Geography,,,https://kk.wikipedia.org/wiki/%D0%93%D0%B5%D0%BE%D0%B3%D1%80%D0%B0%D1%84%D0%B8%D1%8F_%D0%B8%D0%BD%D1%81%D1%82%D0%B8%D1%82%D1%83%D1%82%D1%8B,Q4201463,1983,,,
KZ,385,382,География Және Су Қауіпсіздігі Институты,,,,Institute of Geography and Water Security,,https://ingeo.kz/,,,,,384,
KZ,386,382,Орталық Азия Өңірлік гляциологиялық Орталығы,,,,Central Asian Regional Glaciological Center,CARGC,https://cargc.org/,,,,,,
MX,391,,Universidad Nacional Autónoma de México,UNAM,,,National Autonomous University of Mexico,,https://www.unam.mx/,https://en.wikipedia.org/wiki/National_Autonomous_University_of_Mexico,Q222738,,,,
MX,392,391,Instituto de Geofísica,,,,Institute of Geophysics,,https://www.geofisica.unam.mx/,,Q116814691,,,,
MX,393,391,Instituto de Geografía,,,,Institute of Geography,,https://www.geologia.unam.mx/,,Q116814999,,,,
MX,394,,Centro Nacional de Prevención de Desastres,CENAPRED,,,National Center for Prevention of Disasters,,https://www.gob.mx/cenapred,https://en.wikipedia.org/wiki/CENAPRED,Q5411583,,,,
NL,395,,Universiteit Utrecht,UU,,,Utrecht University,,https://www.uu.nl,https://en.wikipedia.org/wiki/Utrecht_University,Q221653,,,,
NO,397,,Stiftelsen Nansen senter for miljø og fjernmåling,Nansensenteret,,,Nansen Environmental and Remote Sensing Center,NERSC,https://nersc.no/,https://no.wikipedia.org/wiki/Nansensenteret,Q11990844,1986,,,
NO,398,,Norsk fjellsenter,,,,Norwegian Mountain Center,,https://www.norskfjellsenter.no/,,,,,,
NO,399,,Polarmiljøsenteret,,,,Polar Environmental Centre,,,,,,2010,,
NO,400,,Nordområde­senter for klima- og miljøforskning,Framsenteret,,,High North Research Centre for Climate and the Environment,FRAM Centre,https://framsenteret.no/,https://no.wikipedia.org/wiki/Framsenteret,Q11969857,2010,,399,
NO,401,400,Norsk Polarinstitutt,,,,Norwegian Polar Institute,NPI,https://www.npolar.no/,https://en.wikipedia.org/wiki/Norwegian_Polar_Institute,Q962986,,,,
NO,402,,Norges vassdrags- og energidirektorat,NVE,,,Norwegian Water Resources and Energy Directorate,,https://www.nve.no/,https://en.wikipedia.org/wiki/Norwegian_Water_Resources_and_Energy_Directorate,Q3357659,,,,
NO,403,402,Hydrologisk avdeling,,,,Hydrology Department,,https://www.nve.no/vann-og-vassdrag/vannets-kretsloep/om-hydrologisk-avdeling/,,,,,,
NO,404,403,"Seksjon for bre, is og snø",,,,"Section for Glaciers, Ice and Snow",,https://www.nve.no/vann-og-vassdrag/vannets-kretsloep/bre/,,,,,,
NO,405,,Siso Energi,,,,,,https://sisoenergi.no/,,Q79097588,,,,
NO,406,,Statkraft,,,,,,https://www.statkraft.com/,https://en.wikipedia.org/wiki/Statkraft,Q1681145,,,,
NO,407,,Sunnhordland Kraftlag,SKL,,,,,https://skl.as/,,Q25428761,,,,
NO,408,,Universitetet i Bergen,UiB,,,University of Bergen,,https://www.uib.no/,https://en.wikipedia.org/wiki/University_of_Bergen,Q204457,,,,
NO,409,408,Institutt for geovitenskap,GEO,,,Department of Earth Science,,https://www.uib.no/geo,https://no.wikipedia.org/wiki/Institutt_for_geovitenskap_(UiB),Q11977398,,,,
NO,410,,Universitetet i Tromsø,UiT,,,University of Tromsø,,https://uit.no,https://en.wikipedia.org/wiki/University_of_Troms%C3%B8,Q279724,,,,
NO,411,,Universitetsmuseet i Bergen,,,,University Museum of Bergen,,https://www.uib.no/universitetsmuseet,https://en.wikipedia.org/wiki/University_Museum_of_Bergen,Q301787,1825,1946,,
NO,412,,Norges geologiske undersøkelse,NGU,,,Geological Survey of Norway,,https://www.ngu.no/,https://en.wikipedia.org/wiki/Geological_Survey_of_Norway,Q1770198,,,,
NO,413,,Norsk Bremuseum,,,,Norwegian Glacier Museum,,https://www.bremuseum.no/,https://en.wikipedia.org/wiki/Norwegian_Glacier_Museum,Q2530322,,,,
NO,414,,Kartverket,,,,Norwegian Mapping Authority,,https://www.kartverket.no/,https://en.wikipedia.org/wiki/Norwegian_Mapping_Authority,Q2728585,1773,,,
NO,415,,Universitetet i Oslo,UiO,,,University of Oslo,,https://www.uio.no/,https://en.wikipedia.org/wiki/University_of_Oslo,Q486156,,,,
NO,416,415,Geografisk institutt,,,,Department of Physical Geography,,,,,,2003,,
NO,417,415,Institutt for geofag,GEO,,,Department of Geosciences,,https://www.mn.uio.no/geo,https://no.wikipedia.org/wiki/Institutt_for_geofag_(UiO),Q19375730,2003,,416,
NO,420,,Høgskulen i Sogn og Fjordane,HiSF,,,Sogn og Fjordane University College,,,https://en.wikipedia.org/wiki/Sogn_og_Fjordane_University_College,Q4589150,1994,2016,,
NO,421,,Høgskulen på Vestlandet,HVL,,,Western Norway University of Applied Sciences,,https://www.hvl.no,https://en.wikipedia.org/wiki/Western_Norway_University_of_Applied_Sciences,Q25434874,2017,,420,
NO,422,421,Institutt for miljø- og naturvitskap,,,,Department of Environmental Sciences,,,,,,2023,,
NP,426,,International Centre for Integrated Mountain Development,ICIMOD,,,,,https://www.icimod.org/,https://en.wikipedia.org/wiki/International_Centre_for_Integrated_Mountain_Development,Q1666404,,,,
NP,427,,जल तथा ऊर्जा आयोगको सचिवालय,,,,Water and Energy Commission Secretariat,WECS,http://wecs.gov.np/,https://ne.wikipedia.org/wiki/%E0%A4%9C%E0%A4%B2_%E0%A4%A4%E0%A4%A5%E0%A4%BE_%E0%A4%B6%E0%A4%95%E0%A5%8D%E0%A4%A4%E0%A4%BF_%E0%A4%86%E0%A4%AF%E0%A5%8B%E0%A4%97_(%E0%A4%A8%E0%A5%87%E0%A4%AA%E0%A4%BE%E0%A4%B2),Q13181206,,,,
NP,560,,त्रिभुवन विश्वविद्यालय,त्रिवि,,,Tribhuvan University,TU,https://tu.edu.np/,https://en.wikipedia.org/wiki/Tribhuvan_University,Q588239,,,,
NZ,428,,National Institute of Water and Atmospheric Research,NIWA,Taihoro Nukurangi,,,,https://niwa.co.nz/,https://en.wikipedia.org/wiki/National_Institute_of_Water_and_Atmospheric_Research,Q1466498,,,,
NZ,429,,University of Canterbury,UC,Te Whare Wānanga o Waitaha,,,,https://www.canterbury.ac.nz/,https://en.wikipedia.org/wiki/University_of_Canterbury,Q432475,,,,
NZ,430,429,Department of Geography,,,,,,,,Q101013546,,,,
NZ,432,,University of Otago,,Te Whare Wānanga o Ōtākou,,,,https://www.otago.ac.nz/,https://en.wikipedia.org/wiki/University_of_Otago,Q1201513,,,,
NZ,434,432,Department of Geography,,Te Iho Whenua,,,,,,Q101013579,,,,
NZ,435,432,School of Geography,,Te Iho Whenua,,,,https://www.otago.ac.nz/geography,,,,,434,
NZ,436,432,School of Surveying,,Te Kura Kairūri,,,,https://www.otago.ac.nz/surveying,,,,,,
