id,name,surname,original_name,synonyms,orcid,url,birth_year,death_year,remarks
509,Nils Haakensen,Haakensen,,,,,,,
510,Walter Hacker,Hacker,,,,,,,
512,Wilfried Haeberli,Haeberli,,,,,,,
513,Jon Ove Methlie Hagen,Hagen,,,0000-0003-0608-042X,https://www.mn.uio.no/geo/personer/emeriti/joh/index.html,,,
514,Wilfried Hagg,Hagg,,,0000-0002-0554-1936,,,,
1512,Nils Hählen,Hählen,,,,,,,
515,Martin Haider,Haider,,,,,,,
516,P. Haimayer,Haimayer,,,,,,,
517,Ágúst Hálfdánsson,Hálfdánsson,,,,,,,
1495,Ardamehr Halimov,Halimov,,,,,,,
1552,Þórður Halldórsson,Halldórsson,,,,,,,
1551,Haraldur Hallsteinsson,Hallsteinsson,,,,,,,
519,Norbert Hammer,Hammer,,,,,,,
520,E. Hanna,Hanna,,,,,,,
521,Hrafnhildur Hannesdóttir,Hannesdóttir,,,,,,,
522,Eyjólfur Hannesson,Hannesson,,,,,,,
523,Frode Hansen,Hansen,,,,,,,
524,Einar Hrafnkell Haraldsson,Haraldsson,,,,,,,
525,Hallsteinn Haraldsson,Haraldsson,,,,,,,
526,Hannes H. Haraldsson,Haraldsson,,,,,,,
527,Hafliði Bárður Harðarson,Harðarson,,,,,,,
1547,Florian Hardmeier,Hardmeier,,,0000-0002-8569-6662,https://www.geo.uzh.ch/en/department/Staff/florianhardmeier,,,
532,Devin Harrison,Harrison,,,,,,,
533,Stephan Harrison,Harrison,,,,,,,
534,Lea Hartl,Hartl,,,0000-0001-5688-3760,,,,
535,Arnold Hartmann,Hartmann,,,,,,,
536,Bent Hasholt,Hasholt,,,0000-0003-4075-2584,,,,
537,Stefan L. Hastenrath,Hastenrath,,,,,,,
538,F. Haubold,Haubold,,,,,,,
539,Sidsel Haug,Haug,,,,,,,
540,Jon Endre Hausberg,Hausberg,,,,,,,
541,V. M. Haynes,Haynes,,,,,,,
542,Arian Hedayatullah,Hedayatullah,,,,,,,
543,Werner Heissel,Heissel,,,,,,,
544,Michael Hekkers,Hekkers,,,,,,,
545,Christian Helanow,Helanow,,,0000-0003-4310-4873,,,,
546,L. Held,Held,,,,,,,
547,Kay Helfricht,Helfricht,,,0000-0002-8843-7594,,,,
548,Jónas Helgason,Helgason,,,,,,,
1548,Andreas Henz,Henz,,,,https://www.geo.uzh.ch/en/units/3g/staff/andreashenz,,,
1511,André Henzen,Henzen,,,,,,,
550,Hans Henzen,Henzen,,,,,,,
551,D. G. Herd,Herd,,,,,,,
1481,Jorge Hernández,Hernández,,,,,,,
1528,Mariajose Herrera,Herrera,,,,,,,
553,Hans Hess,Hess,,,,,,,
554,Helmut Heuberger,Heuberger,,,,,,,
556,J. L. Heyer,Heyer,,,,,,,
557,P. B. Heyer,Heyer,,,,,,,
559,Sverrir Hilmarsson,Hilmarsson,,,,,,,
563,Árni Hjartarson,Hjartarson,,,,,,,
562,Kristján E. Hjartarson,Hjartarson,,,,,,,
564,Þórarinn Hjartarson,Hjartarson,,,,,,,
1482,Elias Hodel,Hodel,,,0000-0003-0988-0545,,,,
566,Erwin Hodel,Hodel,,,,,,,
567,Walter Hodel,Hodel,,,,,,,
568,Adolf Hoel,Hoel,,,,https://en.wikipedia.org/wiki/Adolf_Hoel,1879,1964,
569,Martin Hoelzle,Hoelzle,,Martin Hölzle,0000-0002-3591-4377,,,,
572,Angelika Höfler,Höfler,,,,,,,
575,Gerhard Hohenwarter jun.,Hohenwarter,,,,,,,"jun. stands for ""junior"""
576,Herfried Hoinkes,Hoinkes,,,,,,,
577,Otto Holen,Holen,,,,,,,
578,Erik Holmlund,Holmlund,,,,,,,
579,Per Holmlund,Holmlund,,,,,,,
582,E. Hosp,Hosp,,,,,,,
583,Laila Høydal,Høydal,,,,,,,
585,A. Hubbard,Hubbard,,,,,,,
1538,Richard Carleton Hubley,Hubley,,,,https://journalhosting.ucalgary.ca/index.php/arctic/article/view/66813,1926,1957,
587,Csilla Hudek,Hudek,,,,,,,
588,Jorge Andrés Huenante Gutiérrez,Huenante Gutiérrez,,Jorge Huenante,,,,,
1518,Christian Huggel,Huggel,,,0000-0001-9299-2665,,,,
589,Romain Hugonnet,Hugonnet,,,0000-0002-0955-1306,,,,
1570,Urs Hunziker,Hunziker,,,,,,,
593,Matthias Huss,Huss,,,0000-0002-2377-6923,,,,
594,Philippe Huybrechts,Huybrechts,,,0000-0003-1406-0525,,,,
595,Bernhard Hynek,Hynek,,,0009-0001-7705-0001,,,,
1620,Simone Ialongo,Ialongo,,,,,,,
596,Dariusz Ignatiuk,Ignatiuk,,,0000-0002-2947-474X,,,,
597,Yu. G. Ilyichov,Ilyichov,,,,,,,
1521,Imazu Takuro,Imazu,今津 拓郎,,,,,,
598,Björn Indriðason,Indriðason,,,,,,,
602,Rodolfo Iturraspe,Iturraspe,,,0000-0003-3423-4262,,,,
603,Chiara Iulita,Iulita,,,,,,,
604,Cristiano Iurisci,Iurisci,,,,,,,
606,Maria Pia Izzo,Izzo,,,,,,,
607,Miriam Jackson,Jackson,,,0000-0003-3719-6716,https://www.nve.no/vann-og-vassdrag/vannets-kretsloep/vaare-forskere/miriam-jackson/,,,
609,Mylène Jacquemart,Jacquemart,,,0000-0003-2501-7645,,,,
610,Miriam Jäggi,Jäggi,,,,,,,
611,G. Jakobsson,Jakobsson,,,,,,,
612,Jacek Jania,Jania,,,0000-0002-8531-7394,,,,
613,Peter Jansson,Jansson,,,0000-0002-8832-8806,,,,
614,Bertram Janz,Janz,,,,,,,
615,W. Jenner,Jenner,,,,,,,
616,Sigurgeir Már Jensson,Jensson,,,,,,,
663,Jiao Keqin,Jiao,焦克勤,,,,,,
619,Jing Zhefan,Jing,井哲帆,,,,,,
620,Philip C. Joerg,Joerg,,,,,,,
623,Gissur Jóhannesson,Jóhannesson,,,,,,,
621,T. Jóhannesson,Jóhannesson,,,,,,,
624,Valur Jóhannesson,Jóhannesson,,,,,,,
622,Þröstur Jóhannesson,Jóhannesson,,,,,,,
625,Hans K. Johansen,Johansen,,,,,,,
1411,Þórhildur Halla Jónsdóttir,Jónsdóttir,,,,,,,
629,Hannes Jónsson,Jónsson,,,,,,,
630,Leifur Jónsson,Jónsson,,,,,,,
628,Solberg Jónsson,Jónsson,,,,,,,
631,Sverrir Aðalsteinn Jónsson,Jónsson,,,,,,,
1597,Etienne Jordaney,Jordaney,,,,,,,
633,Jean Laurent Jordaney,Jordaney,,,,,,,
634,Leo Jörger,Jörger,,,,,,,
635,Sharad Prasad Joshi,Joshi,,,0000-0001-9811-8370,https://www.icimod.org/team/sharad-prasad-joshi/,,,
1573,Bruno Jourdain,Jourdain,,,,,,,
636,Irmgard Juen,Juen,,,,,,,
637,Andreas Kääb,Kääb,,,0000-0002-6017-6564,,,,
1496,Khusrav Kabutov,Kabutov,Хусрав Кабутов,,0000-0002-1653-1741,,,,
639,Joanna Kajdas,Kajdas,,,0009-0006-6878-4296,,,,
640,Matthias Kalberer,Kalberer,,,,,,,
641,Ingibjörg Kaldal,Kaldal,,,,,,,
643,Stefan Kamm,Kamm,,,,,,,
644,G. M. Kamnyanskiy,Kamnyanskiy,,,,,,,
646,Giovanni Kappenberger,Kappenberger,,,,,,,
647,Valgeir Steinn Kárason,Kárason,,,,,,,
648,Jeffrey S. Kargel,Kargel,,,,,,,
650,F. Karl,Karl,,,,,,,
652,Torbjörn Karlin,Karlin,,,,,,,
653,Jan Inge Karlsen,Karlsen,,,,,,,
654,Karma,Karma,,,,,,,
655,Nikolaj E. Kasatkin,Kasatkin,,Nikolay E. Kassatkin,,,,,
656,Georg Kaser,Kaser,,,,,,,
658,Hans Katschthaler,Katschthaler,,,,,,,
659,Abdulhamid Kayumov,Kayumov,Абдулҳамид Қаюмов,Абдулхамид Каюмов,,,,,
660,Martin Keiser,Keiser,,,,,,,
1516,Felix Keller,Keller,,,,,,,
661,Andreas Kellerer-Pirklbauer,Kellerer-Pirklbauer,,,0000-0002-2745-3953,,,,
662,Ruslan Kenzhebaev,Kenzhebaev,Руслан Курманалиевич Кенжебаев,Ruslan Kenjebaev,,https://www.caiag.kg/ky/b-l-md-r/2-b-l-m-klimat-suu-zhana-zharatylysh-resurstary-b-l-m/kyzmatkerler/373-kenzhebaev-ruslan-kurmanalievich,,,
664,A. M. Kerimov,Kerimov,,,,,,,
665,Tim Kerr,Kerr,,,0000-0002-5505-3244,,,,
666,Kerschensteiner,Kerschensteiner,,,,,,,
667,Ye. G. Kharkovets,Kharkovets,,,,,,,
668,I. F. Khmelevskoy,Khmelevskoy,,,,,,,
1578,Tatiana Emelyanovna Khromova,Khromova,Татьяна Емельяновна Хромова,Tatiana Khromova,,,,,
671,Pål Hage Kielland,Kielland,,Pål Gran Kielland,,,,,Changed name from Pål Gran Kielland to Pål Hage Kielland after marriage
673,Zofia Kijkowska-Wiślińska,Kijkowska-Wiślińska,,,,,,,
677,Joni Kincaid,Kincaid,,,,,,,
678,R. E. King,King,,,,,,,
679,Hans Kinzl,Kinzl,,,,,,,
680,Nina Kirchner,Kirchner,,,,,,,
681,Bjarne Kjøllmoen,Kjøllmoen,,,,,,,
682,Pius Kläger,Kläger,,,,,,,
684,Hanspeter Klauser,Klauser,,,,,,,
685,R. Klebelsberg,Klebelsberg,,,,,,,
686,Andrew Klein,Klein,,,,,,,
687,Tormod Klemsdal,Klemsdal,,,,,,,
688,Tore Klokk,Klokk,,,,,,,
689,Christoph Klug,Klug,,,0000-0001-9097-1203,,,,
690,Andreas Knittel,Knittel,,,,,,,
691,Geir Johan Knudsen,Knudsen,,,,,,,
692,Niels Tvis Knudsen,Knudsen,,,,,,,
693,Geir Knutsen,Knutsen,,,,,,,
694,H. J. Koark,Koark,,,,,,,
695,Jack Kohler,Kohler,,,0000-0003-1963-054X,,,,
696,Alfred Koller,Koller,,,,,,,
697,Leszek Jan Kolondra,Kolondra,,,,,,,
698,Patrizia Köpfli,Köpfli,,,,,,,
700,Roy M. Körner,Körner,,Roy M. Koerner,,,,,
702,Karin Krantz,Krantz,,,,,,,
703,Leo Krasser,Krasser,,,,,,,
704,E. Kraus,Kraus,,,,,,,
705,David Kriegel,Kriegel,,,,,,,
706,Robert M. Krimmel,Krimmel,,,,,,,
709,Bjarni Kristinsson,Kristinsson,,,,,,,
710,Ragnar Frank Kristjánsson,Kristjánsson,,,,,,,
711,Michael Krobath,Krobath,,,,,,,
712,C. Kroisleitner,Kroisleitner,,,,,,,
713,Marlene Kronenberg,Kronenberg,,,0000-0003-0214-107X,,,,
715,Michael Kuhn,Kuhn,,,,,,,
1415,Roderick Kühne,Kühne,,,,,,,
716,Urban Kühne,Kühne,,,,,,,
1514,Rajesh Kumar,Kumar,,,,,,,
718,Stanislav S. Kutuzov,Kutuzov,,Stanislav Kutuzov,0000-0003-2007-0922,,,,
1475,Jørgen Loe Kvalberg,Kvalberg,,,,,,,
719,Ånund Kvambekk,Kvambekk,,,,,,,
1574,Olivier Laarman,Laarman,,,,,,,
1539,Edward LaChapelle,LaChapelle,,,,https://en.wikipedia.org/wiki/Edward_LaChapelle,1926,2007,
721,Max Lagally,Lagally,,,,,,,
722,Christophe Lambiel,Lambiel,,,,,,,
1400,Jarle Land,Land,,,,,,,
1434,Johannes Landmann,Landmann,,,0000-0003-0514-3521,,,,
723,Maurus Landolt,Landolt,,,,,,,
725,Helmut Lang,Lang,,,,,,,
724,Josef Lang,Lang,,,,,,,
727,Kirsty Langley,Langley,,,0000-0002-0500-8971,,,,
728,Michael Larrabee,Larrabee,,,,,,,
1490,Signe Hillerup Larsen,Larsen,,,,,,,
729,Michał Laska,Laska,,,0000-0001-9843-9457,,,,
730,K. Láska,Láska,,,,,,,
731,Adolf Lässer,Lässer,,,,,,,
732,Rudolf Lässer,Lässer,,,,,,,
733,Eduardo Lastrada,Lastrada,,,,,,,
735,Tron Laumann,Laumann,,,,,,,
736,Ivan I. Lavrentiev,Lavrentiev,Иван Лаврентьев,Ivan Lavrentiev,,,,,
1529,Gianni Leal,Leal,,,,,,,
737,Raymond Le Bris,Le Bris,,,,,,,
743,Juan Carlos Leiva,Leiva,,,,,,,
744,Amerigo Lendvai,Lendvai,,,,,,,
745,Stefano Leoni,Leoni,,,,,,,
738,Lorenzo Le Pera,Le Pera,,,,,,,
746,Rudolf Leutelt,Leutelt,,,,,,,
747,Gwendolyn Leysinger-Vieli,Leysinger-Vieli,,,,,,,
748,Li Huilin,Li,李慧林,,,,,,
749,Li Shenghai,Li,李生海,,,,,,
750,Li Zhongqin,Li,李忠勤,,,,,,
1592,Angelo Libera,Libera,,,,,,,
751,Norbert Lichtenecker,Lichtenecker,,,,,,,
752,Gerhard Karl Lieb,Lieb,,,,,,,
753,Olav Liestøl,Liestøl,,,,,,,
1455,Elisa Lietti,Lietti,,,,,,,
1513,Anurag Linda,Linda,,,,,,,
754,Andreas Linsbauer,Linsbauer,,,0000-0002-2713-0900,,,,
1596,Claudia Linty,Linty,,,,,,,
755,Endre Liset,Liset,,,,,,,
756,Liu Chaohai,Liu,刘潮海,,,,,,
757,Liu Shiyin,Liu,刘时银,,0000-0002-9625-7497,,,,
758,Stephen Livingstone,Livingstone,,,,,,,
760,Pablo Lizana,Lizana,,,,,,,
759,R. Lizana,Lizana,,,,,,,
761,Even Loe,Loe,,,,,,,
762,Giuditta Lojacono,Lojacono,,,,,,,
763,Maurizio Lojacono,Lojacono,,,,,,,
764,Olav Løken,Løken,,,,,,,
765,Luca Lombardi,Lombardi,,,,,,,
766,Luca Lorenzetti,Lorenzetti,,,,,,,
1436,Arminel M. Lovell,Lovell,,,0000-0001-5247-3641,,,,
767,Birger Løvland,Løvland,,,,,,,
768,Miroslaw Lubarski,Lubarski,,,,,,,
769,Sara Lucchetta,Lucchetta,,,,,,,
1462,Daniele Luchetta,Luchetta,,,,,,,
771,Bartłomiej Luks,Luks,,,0000-0003-2287-385X,,,,
773,Chiara Lulita,Lulita,,,,,,,
1611,Krista Luoma,Luoma,,,0000-0001-8841-3050,,,,
775,Renaldo Lutz,Lutz,,,,,,,
776,Roland Luzian,Luzian,,,,,,,
777,Fabienne Maag,Maag,,,,,,,
780,Agostino Maccagni,Maccagni,,,,,,,
781,Machacek,Machacek,,,,,,,
782,Horst Machguth,Machguth,,,0000-0001-5924-0998,,,,
783,Maciej Maciejewski,Maciejewski,,,,,,,
784,Andrew Mackintosh,Mackintosh,,,0000-0002-6430-4711,,,,
785,Chiara Maestri,Maestri,,,,,,,
786,Margherita Maggioni,Maggioni,,,,,,,
1440,Amina Maharjan,Maharjan,,,0000-0003-4002-3242,,,,
788,Sudan Bikash Maharjan,Maharjan,,,0000-0002-1307-9200,,,,
789,Michel Maikoff,Maikoff,,,,,,,
790,Giovanna Mainardi,Mainardi,,,,,,,
792,Konstantin G. Makarevich,Makarevich,,,,,,,
1486,Adilet Makeshov,Makeshov,,,,,,,
793,Gabriela Maldonado,Maldonado,,,,,,,
794,Jakub Malecki,Malecki,,,,,,,
795,Jeppe Malmros,Malmros,,,,,,,
796,Abigail Maloof,Maloof,,,,,,,
1425,Anne Britt Malvik,Malvik,,,,,,,
1583,Sigurd Malvik,Malvik,,,,,,,
1492,Halimjon Mamirov,Mamirov,,,,,,,
1437,Erik Mannerfelt,Mannerfelt,,,,,,,
797,Marco Manni,Manni,,,,,,,
798,Marco Marcer,Marcer,,,0000-0002-2749-8051,,,,
799,Rod March,March,,,,,,,
800,Franco Marchetti,Marchetti,,,,,,,
1456,Guðbjörn Margeirsson,Margeirsson,,,,,,,
803,Walter Margola,Margola,,,,,,,
1522,Liliana Margonari,Margonari,,,,,,,
804,Alessandra Marino,Marino,,,,,,,
805,Sebastián Marinsek,Marinsek,,,0009-0005-5101-1564,,,,
806,Gerhard Markl,Markl,,,,,,,
807,T. Markussen,Markussen,,,,,,,
808,Jean-Philippe Marlétaz,Marlétaz,,,,,,,
1545,Cameron Marshall,Marshall,,,0000-0002-4288-3214,https://www.usgs.gov/staff-profiles/cameron-marshall,,,
1498,Matteo Martinelli,Martinelli,,,,,,,
811,Jann Marx,Marx,,,,,,,
1430,Frank Marzano,Marzano,,,,,,,
1470,Maurizio Marzorati,Marzorati,,,,,,,
814,Pravin Raj Maskey,Maskey,,,,,,,
815,Enzo Massa Micon,Massa Micon,,,,,,,
1484,Marco Shackleton Masserini,Masserini,,Marco Masserini,,,,,
817,Demis Massoni,Massoni,,,,,,,
818,Ugo Mattana,Mattana,,,,,,,
819,Enrico Mattea,Mattea,,,0000-0002-6576-4701,,,,
820,Viðar Már Matthíasson,Matthíasson,,,,,,,
821,Marco Mattiato,Mattiato,,,,,,,
823,B. R. Mavlyudov,Mavlyudov,,,,,,,
824,Christoph Mayer,Mayer,,,0000-0002-4226-4608,,,,
825,Lieselotte Mayer,Mayer,,,,,,,
826,Reinhold Mayer,Mayer,,,,,,,
827,Lawrence Mayo,Mayo,,,,,,,
828,Franz Mayr,Mayr,,,,,,,
829,Alvaro Mazza,Mazza,,,,,,,
830,Eleonora Mazza,Mazza,,,,,,,
833,Robert McNabb,McNabb,,,0000-0003-0016-493X,,,,
834,Christopher J. McNeil,McNeil,,Chris McNeil,0000-0003-4170-0428,,,,
835,James Médico,Médico,,,,,,,
836,Manish Mehta,Mehta,,,0000-0001-7703-0521,,,,
837,Marion Meier,Meier,,,,,,,
838,Mark Meier,Meier,,,,https://en.wikipedia.org/wiki/Mark_Meier,,,
839,Adrian Meier-Glaser,Meier-Glaser,,,,,,,
840,Javier Mendoza,Mendoza,,,,,,,
841,Mirco Meneghel,Meneghel,,,,,,,
842,Curdin Mengelt,Mengelt,,,,,,,
1448,Brian Menounos,Menounos,,,0000-0002-3370-4392,,,,
843,Luca Mercalli,Mercalli,,,,,,,
844,Andrew Mercer,Mercer,,,,,,,
846,Sebastian Haugaard Mernild,Mernild,,,,https://en.wikipedia.org/wiki/Sebastian_Mernild,1972,,
1399,Sigmund Messel,Messel,,,,,,,
848,Karl Meusburger,Meusburger,,,,,,,
1541,Luis Miguel,Miguel,,,,,,,
1537,Maynard M. Miller,Miller,,,,https://juneauicefield.org/blog/2014/2/5/maynard-m-miller-1921-2014,1921,2014,
852,Raffaella Miravalle,Miravalle,,,,,,,
854,Marco Moccagatta,Moccagatta,,,,,,,
855,Viggo Moe,Moe,,,,,,,
1510,Bruce F. Molnia,Molnia,,,,,,,
1598,Gianmarco Mondati,Mondati,,,,,,,
859,Mario Monfredini,Monfredini,,,,,,,
860,Willy Monterin,Monterin,,,,,1925,2015,
861,Guido Montesani,Montesani,,,,,,,
862,Andrea Monti,Monti,,,,,,,
1433,Manuel Montini,Montini,,,,,,,
863,Valeria Montis,Montis,,,,,,,
864,Pradeep Kumar Mool,Mool,,,,,,,
865,Sieghard Morawetz,Morawetz,,,,,,,
866,Luc Moreau,Moreau,,,,,,,
867,Gianni Moreschi,Moreschi,,,,,,,
868,Alberto Morino,Morino,,,,,,,
869,Umberto Morra di Cella,Morra di Cella,,,0000-0003-4250-9705,,,,
870,Felix Morsdorf,Morsdorf,,,0000-0001-6713-1599,,,,
871,Giovanni Mortara,Mortara,,,,,,,
872,Giampaolo Mosca,Mosca,,,,,,,
874,Giovanni Mosconi,Mosconi,,,,,,,
875,Roman Moser,Moser,,,,,,,
876,H. Mothes,Mothes,,,,,,,
877,Luigi Motta,Motta,,,,,,,
878,Michele Motta,Motta,,,,,,,
879,Roman J. Motyka,Motyka,,,,,,,
1413,Mu Jianxin,Mu,牟建新,,,http://www.tgs.ac.cn/mobile/archives/show/19072311257102.html,,,
1449,Kriti Mukherjee,Mukherjee,,,0000-0002-2290-2676,,,,
881,Fritz B. Müller,Müller,,,,,,,
1507,Müller,Müller,,,,,,,"Known only to be a man (Herr) working at the Abteilung Naturgefahren in Interlaken, Switzerland"
882,Michela Munari,Munari,,,,,,,
884,Alfonso Muñoz,Muñoz,,,,,,,
885,Ya. D. Muravyov,Muravyov,Ярослав Дмитриевич Муравьев,,,,,,
1435,Timur Talgatovich Musaev,Musaev,Тимур Талгатович Мусаев,Timur Musaev,,https://www.caiag.kg/ky/b-l-md-r/2-b-l-m-klimat-suu-zhana-zharatylysh-resurstary-b-l-m/kyzmatkerler/458-musaev-timur-talgatovich-2,,,
886,T. Musaevs,Musaevs,,,,,,,
887,Georg Mutschlechner,Mutschlechner,,,,,,,
1554,Maria Nagostinis,Nagostinis,,,,,,,
1589,Alessandro Nardon,Nardon,,,,,,,
1474,Cristian Nardon,Nardon,,,,,,,
889,A. Naringbauer,Naringbauer,,,,,,,
890,Yu. K. Narozhniy,Narozhniy,,,,,,,
892,Alice Naudin,Naudin,,,,,,,
893,Francisco Navarro,Navarro,,,,,,,
1488,Hofiz Navruzshoev,Navruzshoev,,,0000-0002-5108-9039,,,,
1441,Santosh Nepal,Nepal,,,0000-0002-7415-2299,,,,
895,Gionata Neri,Neri,,,,,,,
898,Kjell-Harald Nesengmo,Nesengmo,,,,,,,
897,Atle Nesje,Nesje,,,0000-0001-8508-5805,,,,
900,Anton Neureiter,Neureiter,,,0000-0003-0745-0410,,,,
901,T. Neureiter,Neureiter,,,,,,,
1555,Romano Nicolini,Nicolini,,,,,,,
902,Martino Nicolino,Nicolino,,,,,,,
904,Stefano Nicolussi,Nicolussi,,,,,,,
905,Spencer Niebuhr,Niebuhr,,,0000-0003-4892-8003,,,,
907,Stefan Nigg,Nigg,,,,,,,
908,Guido Nigrelli,Nigrelli,,,0000-0002-5506-5915,,,,
910,Stanislav A. Nikitin,Nikitin,Станислав А. Никитин,,,,,,
911,Carina Nilsen,Nilsen,,,,,,,
912,Jerzy Nitychoruk,Nitychoruk,,,,,,,
1451,Yina Paola Nocua Ruge,Nocua Ruge,,Yina Nocua,,,,,
913,Bernd Noggler,Noggler,,,,,,,
914,Alv Norheim,Norheim,,Alv Nordheim,,,,,
915,Gennady Andreevich Nosenko,Nosenko,Геннадий Андреевич Носенко,Gennady Nosenko,,http://igras.ru/staff/100,,,
916,F. B. Notestein,Notestein,,,,,,,
918,V. L. Novello,Novello,,,,,,,
1614,Iurii Novomlintsev,Novomlintsev,,Yuri Novomlintsev,,,,,
919,Samuel Nussbaumer,Nussbaumer,,,,,,,
920,Sepp Nussbaumer,Nussbaumer,,,,,,,
1403,Renata Nyfeler,Nyfeler,,,,,,,
922,Charles Nyheim,Nyheim,,,,,,,
923,Mart Nyman,Nyman,,,,,,,
924,D. Nývlt,Nývlt,,,,,,,
927,Christoph Oberschmied,Oberschmied,,,,,,,
928,Louis Oberwalder,Oberwalder,,,,,,,
1604,Pierre Yves Oddone,Oddone,,,,,,,
929,Björn Oddsson,Oddsson,,,,,,,
931,Daniel Oertig,Oertig,,,,,,,
1565,Christophe Ogier,Ogier,,,,,,,
933,Toralf Øiene,Øiene,,,,,,,
934,Marc Olefs,Olefs,,,,,,,
935,Hans Christian Olsen,Olsen,,,,,,,
1487,Salamat Omurbekov,Omurbekov,,,,,,,
925,Shad O'Neel,O'Neel,,,0000-0002-9185-0144,,,,
1608,Valerio Orazi,Orazi,,,,,,,
937,Matteo Oreggioni,Oreggioni,,,,,,,
938,Olav Orheim,Orheim,,,,,,,
940,Mattia Ortelli,Ortelli,,,,,,,
941,Galina B. Osipova,Osipova,,,,,,,
942,Azamat Osmonov,Osmonov,,,,,,,
943,Alejandro Ospina,Ospina,,,,,,,
944,Raffaella Ossola,Ossola,,,,,,,
945,I. Owens,Owens,,,,,,,
946,Peter Annaeus Øyen,Øyen,,,,,1863,1932,
947,Bodil Øyre,Øyre,,,,,,,
948,Hans Pacher,Pacher,,,,,,,
949,Paolo Pagliardi,Pagliardi,,,,,,,
950,Elena Paini,Paini,,,,,,,
951,Massimo Pala,Pala,,,,,,,
952,P. Pálka,Pálka,,,,,,,
953,Mauro Palomba,Palomba,,,,,,,
954,Bergur Pálsson,Pálsson,,,,,,,
955,Finnur Pálsson,Pálsson,,,0000-0002-0874-6443,,,,
956,Hlynur Skagfjörð Pálsson,Pálsson,,,,,,,
957,Pan Baotian,Pan,潘保田,,,,,,
1600,Matteo Panaccio,Panaccio,,,,,,,
958,Valerio Paneri,Paneri,,,,,,,
959,V. D. Panov,Panov,,,,,,,
960,Charles Papasodoro,Papasodoro,,,,,,,
1616,Francesco Parizia,Parizia,,,,https://www.disafa.unito.it/persone/francesco.parizia,,,
962,Herbert Paschinger,Paschinger,,,,,,,
963,Viktor Paschinger,Paschinger,,,,,,,
964,Lino Pastori,Pastori,,,,,,,
965,Gernot Patzelt,Patzelt,,,,,,,
966,Ilse Patzelt,Patzelt,,,,,,,
967,Frank Paul,Paul,,,,,,,
970,Massimo Pecci,Pecci,,,,,,,
971,Mattia Pecci,Pecci,,,0000-0002-0360-6572,,,,
972,Alfonso Pedrero,Pedrero,,,,,,,
1467,Federico Pedrotti,Pedrotti,,,,,,,
974,Luciano Peer,Peer,,,,,,,
1535,Erich Peitzsch,Peitzsch,,,0000-0001-7624-0455,https://www.usgs.gov/staff-profiles/erich-peitzsch,,,
975,Roberto Peja,Peja,,,,,,,
976,Ben Pelto,Pelto,,,0000-0002-3488-3599,,,,
977,Mauri Pelto,Pelto,,,0000-0002-9498-9125,,,,
978,Penck,Penck,,,,,,,
979,Alberto Peracino,Peracino,,,,,,,
980,Federico Peretti,Peretti,,,,,,,
1622,Tomás Perez,Perez,,,,,,,
981,Ivan Peri,Peri,,,,,,,
982,Giuseppe Perini,Perini,,,,,,,
983,Roberto Permunian,Permunian,,,,,,,
984,Stefano Perona,Perona,,,,,,,
985,Giuseppe Perotti,Perotti,,,,,,,
1617,Luigi Perotti,Perotti,,,,https://www.disafa.unito.it/persone/luigi.perotti,,,
1590,Alessandro Perron,Perron,,,,,,,
986,Edouard Perroy,Perroy,,,,,,,
987,Dave Petley,Petley,,,,,,,
988,Michal Petlicki,Petlicki,,,0000-0003-3383-2586,,,,
989,Dmitry Alexandrovich Petrakov,Petrakov,Дмитрий Александрович Петраков,Dmitry Petrakov,0000-0002-0990-495X,https://www.geogr.msu.ru/structure/departments/crio/staff/petrakov-dmitriy-aleksandrovich/?sphrase_id=7440,,,
1494,Maxim Petrov,Petrov,,,,,,,
990,Rickard Pettersson,Pettersson,,,0000-0002-6961-0128,,,,
1406,Nadine Philippi,Philippi,,,,,,,
993,Paolo Piccini,Piccini,,,,,,,
994,Tino Pieczonka,Pieczonka,,,0000-0001-9956-222X,,,,
995,Alberto Piffer,Piffer,,,,,,,
996,Stefano Pignotti,Pignotti,,,,,,,
997,Luca Pironi,Pironi,,,,,,,
998,Pierre Pitte,Pitte,,,0000-0001-5625-8287,,,,
999,Martin Planzer,Planzer,,,,,,,
1407,Michael Planzer,Planzer,,,,,,,
1408,René Planzer,Planzer,,,,,,,
1410,Matthias Plörer,Plörer,,,,,,,
1001,J. Poboril,Poboril,,,,,,,
1002,Paolo Pogliotti,Pogliotti,,,0009-0002-3196-0787,,,,
1003,Veijo Pohjola,Pohjola,,,0000-0001-6851-1673,,,,
1004,Bijay Kumar Pokhrel,Pokhrel,,,,,,,
1005,Angelo Polato,Polato,,,,,,,
1006,Fabrizio Pollicini,Pollicini,,,,,,,
1007,Alfredo Pollini,Pollini,,,,,,,
1594,Antonio Polloni,Polloni,,,,,,,
1010,Victor Vladimirovich Popovnin,Popovnin,Виктор Владимирович Поповнин,Victor Popovnin,0000-0002-6211-6637,https://www.geogr.msu.ru/structure/departments/crio/staff/popovnin-viktor-vladimirovich/?sphrase_id=7441,,,
1011,Roberto Porta,Porta,,,,,,,
1013,Frédéric Pralong,Pralong,,,,,,,
1427,Giovanni Prandi,Prandi,,,,,,,
1014,Bhanu Pratap,Pratap,,,0000-0001-9454-7274,,,,
1016,Tito Princisvalle,Princisvalle,,,,,,,
1017,Rainer Prinz,Prinz,,,0000-0003-4032-773X,,,,
